 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_InSitu_NonClosure_PreRec | 6.97984e-05 / -0.000101776 | -2.44309e-05 / 3.58916e-05 | 1.14698e-06 / -1.6974e-06 | -2.07489e-05 / 3.07851e-05 | -1.66923e-05 / 2.52163e-05 | -0.0147889 / -0.00838976 | -6.08416e-06 / 9.20081e-06 | 0 / 0 | -1.11022e-16 / 0 | -0.0221111 / 0.029666 | 0.0330729 / -0.0412804 | 0.0259009 / -0.0487145 | 0.0511582 / -0.0571793 | 0.0100368 / 0.0372685 | 0.0198107 / -0.0304207 | 0 / -3.33067e-16 | 0.027115 / -0.050819 | 0.0198102 / -0.0347056 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00659658 / 0.0164907 | 0 / 0 | -0.0224073 / 0.0415157 |
 | JET_JER_EffectiveNP_1 | 1.25812e-05 / -1.92809e-05 | 0 / 0 | 1.53596e-05 / -2.35844e-05 | 8.05199e-06 / -1.23266e-05 | 4.50316e-06 / -6.89647e-06 | -0.0196388 / 0.0169493 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | -6.87041e-06 / 1.04922e-05 | 0 / 0 | 0.0276959 / -0.0229157 | 0 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 | 1.05212e-05 / -1.59561e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.021102 / -0.0175609 | 0.0237028 / -0.0196803 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -1.04224e-05 / 1.02355e-05 | -8.16978e-06 / 8.04792e-06 | 0 / 0 | 1.44464e-06 / -1.42511e-06 | -1.27115e-05 / 1.25167e-05 | 0 / 0 | -1.92854e-06 / 1.89962e-06 | 0 / 0 | 0 / -1.11022e-16 | 0.000207015 / 0.0188419 | 0 / 0 | -3.48423e-05 / 3.43292e-05 | 0.000466959 / 0.0427922 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -1.0828e-05 / 1.06842e-05 | -1.33596e-05 / 1.31785e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000405623 / 0.0371116 | 1.54981e-06 / -1.52554e-06 |
 | JET_JER_EffectiveNP_2 | -2.0812e-05 / 3.42544e-05 | 2.30761e-05 / -3.78218e-05 | 1.85313e-06 / -3.05758e-06 | 1.0933e-05 / -1.7929e-05 | 3.99775e-06 / -6.56207e-06 | 2.22045e-16 / 0 | 2.61893e-06 / -4.28895e-06 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.22577e-05 / 1.99893e-05 | 0.021643 / -0.0114256 | 2.22045e-16 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 0 / -1.11022e-16 | -1.10224e-06 / 1.79409e-06 | 1.29715e-05 / -2.08494e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_2 | -3.3024e-05 / 2.89994e-05 | -1.89155e-05 / 1.66467e-05 | -2.36345e-06 / 2.07826e-06 | -1.02917e-05 / 9.05437e-06 | -1.30241e-05 / 1.14647e-05 | 0 / 0 | 1.81325e-05 / -1.60248e-05 | 0 / 0 | 0 / 0 | 0.00115442 / 0.0186383 | 0 / 0 | -2.41328e-05 / 2.13075e-05 | 0.00144505 / 0.0233571 | -0.0014398 / -0.0230121 | 0 / -1.11022e-16 | -3.33067e-16 / -1.11022e-16 | -7.60094e-06 / 6.75018e-06 | -9.37225e-06 / 8.25999e-06 | -0.00216784 / -0.0345503 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00163379 / 0.0264272 | 2.98248e-05 / -2.64328e-05 |
 | JET_JER_EffectiveNP_3 | -6.70025e-05 / 4.22465e-05 | -2.95839e-05 / 1.87062e-05 | -4.72739e-05 / 2.98016e-05 | -1.60626e-05 / 1.01444e-05 | 1.02125e-07 / -6.44242e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 2.06184e-05 / -1.3098e-05 | 1.95734e-05 / -1.24459e-05 | -0.0210973 / 0.0272901 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / -1.11022e-16 | 2.0024e-06 / -1.27087e-06 | -2.3549e-05 / 1.50646e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0152655 / 0.0197582 | -0.0152159 / 0.0200803 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_3 | 8.79706e-06 / -8.95225e-06 | 0 / 0 | 9.75392e-06 / -9.93799e-06 | 1.26846e-06 / -1.28568e-06 | 1.45312e-05 / -1.4778e-05 | 2.22045e-16 / 0 | -4.9943e-07 / 5.07081e-07 | 0 / 0 | 0 / 0 | 0.0192532 / 0.000209764 | 0 / 0 | 2.76159e-05 / -2.80968e-05 | 0.0217732 / 0.000332244 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 9.84916e-06 / -9.93352e-06 | 1.78045e-05 / -1.79524e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0448847 / 0.000341737 | 3.90927e-05 / -3.95526e-05 |
 | JET_JER_EffectiveNP_4 | 1.30674e-05 / -1.06231e-05 | -1.98811e-05 / 1.61498e-05 | -1.48845e-05 / 1.20847e-05 | -1.12334e-05 / 9.12962e-06 | -7.10168e-06 / 5.77316e-06 | 0.018286 / -0.0193858 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 4.52682e-06 / -3.68453e-06 | 2.00959e-05 / -1.63722e-05 | -0.0130891 / 0.0247699 | -1.11022e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -2.04336e-05 / 1.67004e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 1.0759e-05 / -1.19463e-05 | 7.7671e-06 / -8.56244e-06 | -3.99645e-06 / 4.4286e-06 | 1.02024e-05 / -1.12477e-05 | 1.70211e-05 / -1.88268e-05 | 0 / 0 | 9.82801e-07 / -1.08624e-06 | 0 / 0 | 0 / -1.11022e-16 | 0.0168027 / -0.0105727 | 0 / 0 | 1.60688e-05 / -1.77896e-05 | 0.0261923 / 0.00122119 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 8.46614e-06 / -9.28322e-06 | 1.60947e-05 / -1.7601e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.014889 / 0.000748177 | 0.0415313 / 0.00164131 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 3.78431e-05 / -3.76204e-05 | 0 / 0 | -2.44539e-05 / 2.45311e-05 | 3.05194e-07 / -3.0296e-07 | 3.11433e-07 / -3.09302e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.00612009 / 0.0328994 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -6.28474e-05 / 6.27252e-05 |
 | JET_JER_EffectiveNP_6 | -2.81233e-05 / 2.81929e-05 | 0 / 0 | -3.13706e-05 / 3.15958e-05 | 5.15114e-07 / -5.14963e-07 | 5.51386e-07 / -5.51556e-07 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.00506742 / 0.0299627 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -1.14176e-05 / 1.14861e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.43302e-05 / 7.42843e-05 |
 | JET_JER_EffectiveNP_6 | 1.95556e-06 / -1.96401e-06 | 1.52058e-06 / -1.53898e-06 | 8.93178e-06 / -9.03975e-06 | 5.38519e-07 / -5.43109e-07 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -2.69821e-06 / 2.69869e-06 | 0.0426532 / 0.00403049 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 4.82733e-06 / -4.83223e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0253507 / 0.00737585 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -3.79394e-05 / 6.08326e-05 | 0 / 0 | 1.39473e-05 / -2.23763e-05 | 0 / 0 | 3.39393e-06 / -5.43618e-06 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 3.89745e-06 / -6.20063e-06 | 0 / 0 | 0 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.6521e-05 / -0.000106327 |
 | JET_JER_EffectiveNP_9 | 1.10597e-05 / -1.1054e-05 | 0 / 0 | 2.05257e-05 / -2.04857e-05 | -7.51247e-06 / 7.50365e-06 | 3.84402e-08 / -3.85639e-08 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -6.08369e-07 / 6.03726e-07 | 0 / 0 | 0.0310331 / 0.00793594 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.99235e-06 / 4.97482e-06 |
 | JET_JER_EffectiveNP_1 | -3.60981e-07 / 3.6181e-07 | 0 / 0 | 8.70433e-06 / -8.79682e-06 | -1.01256e-06 / 1.01928e-06 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.042916 / 0.00801499 | 0.0194397 / 0.00658887 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 3.96484e-06 / -3.97264e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237851 / 0.00920889 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 2.66595e-05 / -4.18834e-05 | -3.54062e-05 / 5.60906e-05 | -2.1104e-05 / 3.33886e-05 | -2.67906e-05 / 4.30125e-05 | 0.0250112 / -0.0414391 | -0.000199709 / -0.0750755 | 0.0234574 / -0.0398692 | 0 / 0 | -1.11022e-16 / 0 | -0.010539 / -0.0446465 | 0.0473753 / -0.0738363 | 0.0491658 / -0.0788553 | 0.0474414 / -0.035523 | 0.0163011 / 0.0370728 | 0.0287318 / -0.0428749 | 0.0229718 / -0.0412049 | 0.0220966 / -0.0505728 | 0.0177313 / -0.0313004 | 0 / 0 | 0.0224517 / -0.0328396 | 0.0187434 / -0.0392599 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00722384 / 0.0308881 | 0 / 0 | -2.21455e-06 / 3.36304e-06 |
 | JET_NNJvtEfficiency | -5.76898e-05 / 5.93867e-05 | -2.44278e-05 / 2.51066e-05 | -1.617e-05 / 1.65733e-05 | 4.46297e-05 / -4.59814e-05 | 3.21533e-05 / -3.32342e-05 | -8.53559e-05 / 8.73085e-05 | 5.8393e-05 / -6.02964e-05 | 0 / 0 | 5.81564e-05 / -6.00315e-05 | 0 / 0 | 8.00338e-05 / -8.2803e-05 | 6.5103e-05 / -6.75321e-05 | -3.76501e-05 / 3.89011e-05 | 5.97612e-05 / -6.27053e-05 | 1.22152e-05 / -1.26062e-05 | -8.10169e-06 / 8.30916e-06 | 8.60956e-06 / -9.01598e-06 | 3.0703e-07 / -3.20893e-07 | 0.0264274 / -0.0268431 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0220687 / -0.0246541 | 0.0281856 / -0.0302395 | 0.0317098 / -0.0349518 | -0.000256685 / 0.000263224 |
 | JET_Pileup_OffsetNPV | 4.8104e-05 / -4.58835e-05 | 0 / 0 | -7.906e-06 / 7.65186e-06 | 1.7303e-06 / -1.6849e-06 | -4.14659e-08 / 4.07416e-08 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0.0238342 / -0.016817 | 0.0115705 / -0.0244323 | 2.22045e-16 / 2.22045e-16 | 0.0175263 / 0.0407749 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0111384 / -0.0211222 | 1.82137e-06 / -1.8127e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00409797 / 0.0238289 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0.00010341 / -0.000153544 | -2.61342e-05 / 3.91601e-05 | 1.43478e-05 / -2.15516e-05 | -7.07075e-06 / 1.06401e-05 | -9.36344e-06 / 1.43258e-05 | -0.016205 / -0.00420869 | -3.53645e-05 / 5.41282e-05 | 0 / 0 | 0 / -1.11022e-16 | -0.0220317 / 0.0206444 | 0.0238292 / -0.0357366 | 0.0175387 / -0.0373043 | 0.0492135 / -0.0457005 | 0.0081511 / 0.0311509 | -4.44089e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | 0.0236984 / -0.0433382 | 0.0172387 / -0.0303834 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00793591 / 0.0174724 | 0 / 0 | -0.0227556 / 0.0402297 |
 | ttt Cross-Section | 0 / 0 | 0.300438 / -0.300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | -1.73163e-05 / 1.61988e-05 | 7.90317e-06 / -7.3875e-06 | 2.91447e-07 / -2.74419e-07 | -1.15287e-05 / 1.10987e-05 | 0 / -2.22045e-16 | -1.90447e-05 / 1.82795e-05 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 0.026989 / -0.0234381 | 0.0132103 / -0.0277032 | 0.0518242 / -0.0154958 | 0 / 0 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0.0142454 / -0.0237329 | -4.87813e-06 / 4.74505e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.25623e-05 / 1.1529e-05 |
 | PRW_DATASF | 0 / 0 | 3.31872e-05 / -3.30537e-05 | 4.36521e-05 / -4.30152e-05 | 1.87725e-05 / -1.86913e-05 | -2.84568e-06 / 2.84736e-06 | -2.22045e-16 / 2.22045e-16 | 7.75619e-06 / -7.71735e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 1.86004e-05 / -1.88213e-05 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | 1.61979e-05 / -1.64446e-05 | -8.75166e-07 / 8.90391e-07 | 0.299563 / -0.287682 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.26898e-05 / -9.22581e-05 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538183 / -0.501634 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0196773 / -0.0201314 | 0.0195222 / -0.0199719 | 0.0200252 / -0.0204201 | 0.0198346 / -0.0203169 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311855 / -0.03186 | 0 / 0 | 0.0202311 / -0.0206828 | 9.95886e-06 / -1.06764e-05 | 0 / 0 | 0.0200384 / -0.0204587 | 0.0235092 / -0.023963 | 0.0287084 / -0.0296946 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0207879 / -0.0212404 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 1.94535e-06 / -1.83659e-06 | 1.82023e-07 / -1.73635e-07 | -1.06987e-05 / 1.03784e-05 | 0.000876237 / -0.022565 | -2.32244e-05 / 2.24888e-05 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0.023092 / -0.0218794 | 0.0135522 / -0.0262507 | 0.0475982 / -0.0176943 | 0.00885803 / 0.0306089 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | -4.34891e-07 / 4.2308e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000988019 / 0.0257342 | 0 / 0 | 1.55525e-05 / -1.45234e-05 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | -3.71343e-06 / 3.69716e-06 | 0 / 0 | -9.15581e-06 / 9.26319e-06 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.63987e-05 / 1.67392e-05 | 0.0458151 / -0.000362561 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
