 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_EffectiveNP_Modelling1 | 1.95208e-05 / -1.84699e-05 | 0 / 0 | 1.6238e-05 / -1.55352e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.00384898 / -0.0327041 | 0.0215467 / -0.0139713 | 9.4233e-07 / -9.23182e-07 | 4.44089e-16 / 4.44089e-16 | 0.025011 / -0.0136396 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.4061e-05 / -8.93186e-05 |
 | JET_Flavor_Response | -5.46702e-05 / 6.16299e-05 | 0 / 0 | -6.95086e-06 / 7.74667e-06 | -4.03906e-05 / 4.45146e-05 | 0 / 0 | -0.0216366 / 0.00396017 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0328245 / 0.0125971 | -0.0224045 / 0.0303695 | -0.02069 / 0.0311611 | 2.22045e-16 / 4.44089e-16 | -0.0123849 / 0.0390782 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | -0.0245392 / 0.0216219 | -0.0240065 / 0.0159004 | -0.999997 / 0.358669 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 5.07853e-05 / -7.3934e-05 | 6.58132e-05 / -9.65582e-05 | 2.26399e-05 / -3.37005e-05 | 0 / 0 | 3.94343e-06 / -5.95155e-06 | -0.00431854 / -0.0323763 | 5.5689e-05 / -8.42307e-05 | 0 / 0 | 0.0210698 / -0.0035753 | -0.0208591 / -0.0256626 | 0.0287052 / -0.0389047 | 0.0246402 / -0.0341332 | 2.22045e-16 / 4.44089e-16 | 0.0319226 / 0.0133595 | 2.22045e-16 / -4.44089e-16 | 2.22045e-16 / -2.22045e-16 | 0.0269102 / -0.0478364 | 0.0239842 / -0.0498811 | -0.0588204 / -0.971207 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00257432 / 0.0353602 | -0.010877 / 0.0264435 |
 | JET_JERUnc_Noise_PreRec | 6.74834e-05 / -6.05288e-05 | 0.000124901 / -0.000112053 | 1.32649e-05 / -1.19081e-05 | 0 / 0 | 2.32931e-06 / -2.09129e-06 | 0.0218611 / -0.0215612 | 5.10282e-05 / -4.57989e-05 | 0 / 0 | 0 / 2.22045e-16 | 0.0467273 / -0.0462703 | -3.84469e-06 / 3.44876e-06 | 1.22111e-05 / -1.09692e-05 | 0 / 2.22045e-16 | -0.0274209 / 0.0298011 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 8.13978e-08 / -7.317e-08 | -2.22045e-16 / 2.22045e-16 | 47.5558 / -0.999999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0455006 / 0.0477452 | -0.0230252 / 0.0235657 | 0.000346671 / -0.00031064 |
 | JET_JER_EffectiveNP_1 | -9.98354e-07 / 1.52595e-06 | -2.9292e-05 / 4.49208e-05 | -5.80343e-06 / 8.88232e-06 | 0 / 0 | 2.19318e-06 / -3.35749e-06 | -0.0229323 / 0.0198513 | -1.42105e-05 / 2.17579e-05 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | -3.33067e-16 / 0 | -0.023116 / 0.0200191 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / -2.22045e-16 | -3.65262e-06 / 5.58567e-06 | -1.12648e-07 / 1.72015e-07 | -1 / 19.7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 2.82117e-05 / -2.77493e-05 | 6.74978e-05 / -6.63346e-05 | 5.37597e-07 / -5.2974e-07 | 3.10384e-05 / -3.04291e-05 | 1.86094e-06 / -1.82161e-06 | -0.000381749 / -0.0342127 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 4.44089e-16 | 1.1988e-06 / -1.1687e-06 | -6.34647e-06 / 6.21159e-06 | 2.22045e-16 / 2.22045e-16 | 0.000275916 / 0.0251584 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | -1.83828e-06 / 1.82068e-06 | 3.28189e-07 / -3.26067e-07 | -0.0186633 / -0.996068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_2 | 3.69045e-05 / -3.23488e-05 | 9.98766e-06 / -8.7816e-06 | 1.26899e-05 / -1.12966e-05 | 2.69925e-05 / -2.37836e-05 | 1.37145e-07 / -1.20537e-07 | -0.00144288 / -0.0230611 | 0 / 0 | 0 / 0 | 0.00287102 / 0.0466643 | 2.22045e-16 / 0 | 4.64208e-09 / -4.0308e-09 | -5.61763e-06 / 4.94566e-06 | -0.00109591 / -0.0175393 | 0.00119857 / 0.0193545 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -4.0332e-06 / 3.58661e-06 | 1.56246e-07 / -1.39468e-07 | -0.0758545 / -0.887366 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00150189 / 0.0242812 | 0.00213641 / 0.0346249 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_3 | -6.37085e-05 / 6.5054e-05 | -7.09163e-05 / 7.21794e-05 | -1.00119e-05 / 1.0031e-05 | 0 / 0 | -2.75198e-07 / 2.79965e-07 | -0.0231848 / -0.0016148 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | -4.57251e-08 / 4.69199e-08 | 3.2102e-06 / -3.26003e-06 | 4.44089e-16 / 2.22045e-16 | 0.0280887 / 0.000348791 | 0 / 0 | 2.22045e-16 / 0 | 4.00634e-06 / -4.04223e-06 | 3.3768e-09 / -3.41626e-09 | -0.997342 / -0.0189269 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0239114 / 0.000292113 | 0.0391157 / 0.000168726 | -0.000160686 / 0.000164368 |
 | JET_JER_EffectiveNP_4 | 3.23734e-05 / -2.62878e-05 | 4.58344e-05 / -3.72741e-05 | 4.51321e-06 / -3.67117e-06 | 1.76742e-05 / -1.43533e-05 | -2.64885e-07 / 2.15208e-07 | 0.0229395 / -0.023406 | 3.05351e-05 / -2.48311e-05 | 0 / 0 | 0 / 0 | 0.0347199 / -0.0381645 | 0 / 0 | -9.74215e-06 / 7.91212e-06 | -2.22045e-16 / 4.44089e-16 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | -2.22045e-16 / 2.22045e-16 | -1.17828e-06 / 9.59084e-07 | 1.78379e-07 / -1.45127e-07 | -0.365989 / -0.0245886 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0357201 / 0.0380674 | 5.68471e-05 / -4.62086e-05 |
 | JET_JER_EffectiveNP_4 | -7.71714e-05 / 8.53199e-05 | -5.80988e-05 / 6.4272e-05 | -3.35868e-06 / 3.70101e-06 | -1.17591e-05 / 1.31162e-05 | -1.80705e-06 / 1.99795e-06 | -0.0252773 / -0.000805724 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 1.74756e-05 / -1.92229e-05 | 2.22045e-16 / 4.44089e-16 | -1.11022e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 5.45338e-06 / -5.99086e-06 | -2.22045e-16 / -2.22045e-16 | -0.925793 / -0.0682433 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0179574 / 0.000881094 | 0.0377195 / 0.0011347 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 1.36537e-05 / -1.35347e-05 | 0 / 0 | -5.09152e-06 / 5.05272e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 1.09684e-06 / -1.10499e-06 | 1.83688e-05 / -1.86335e-05 | 0.021507 / 0.000677292 | -0.0174928 / 0.0299766 | 2.22045e-16 / -1.11022e-16 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | -5.46088e-07 / 5.43839e-07 | -0.0352651 / -0.998019 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -2.72633e-05 / 2.70651e-05 | 0 / 0 | 1.81548e-05 / -1.80237e-05 | -1.14056e-06 / 1.12865e-06 | 3.40887e-06 / -3.37995e-06 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / -3.33067e-16 | 0 / 0 | 2.22045e-16 / 4.44089e-16 | 0.0208822 / 0.0141169 | 0 / -1.11022e-16 | 0 / 0 | -6.11867e-07 / 6.09134e-07 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.79027e-05 / -3.73012e-05 |
 | JET_JER_EffectiveNP_6 | 3.54213e-05 / -3.55445e-05 | 0 / 0 | 4.62467e-06 / -4.60366e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 4.70936e-06 / -4.68794e-06 | 2.68889e-05 / -2.72373e-05 | 4.44089e-16 / 2.22045e-16 | -4.44089e-16 / -1.11022e-16 | -1.11022e-16 / -3.33067e-16 | 0 / -2.22045e-16 | 2.44882e-06 / -2.43316e-06 | 0 / 2.22045e-16 | -0.00823077 / -0.99989 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -1.12821e-05 / 1.13527e-05 | 0 / 0 | 1.04994e-05 / -1.05129e-05 | 0 / 0 | 7.25005e-06 / -7.3275e-06 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | -2.3997e-06 / 2.40788e-06 | -5.62578e-06 / 5.69262e-06 | 4.44089e-16 / 4.44089e-16 | -4.44089e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -1.71649e-06 / 1.73694e-06 | -8.39844e-07 / 8.44428e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.30558e-06 / 7.33835e-06 |
 | JET_JER_EffectiveNP_8 | -1.21821e-05 / 7.97046e-06 | 1.03586e-05 / -6.79294e-06 | 6.76793e-08 / -4.4475e-08 | 0 / 0 | -6.54095e-06 / 4.29112e-06 | 0.0125872 / -0.0200817 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -2.48195e-05 / 1.63909e-05 | 4.44089e-16 / 4.44089e-16 | -1.11022e-16 / -5.55112e-16 | 0 / 2.22045e-16 | -2.22045e-16 / 2.22045e-16 | -1.14528e-06 / 7.53359e-07 | 0 / -2.22045e-16 | 2.30175 / -0.999999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000111512 / -7.32472e-05 |
 | JET_JER_EffectiveNP_9 | -2.06839e-05 / 2.05536e-05 | 0 / 0 | -1.14938e-05 / 1.15689e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | -1.95576e-06 / 1.96594e-06 | -2.19006e-05 / 2.17517e-05 | 6.66134e-16 / 4.44089e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | 4.44089e-16 / 0 | 0 / 0 | 0 / 0 | -0.999916 / -0.00679001 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 5.04146e-07 / -5.02503e-07 | 0 / 0 | -8.40035e-06 / 8.35833e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 3.68906e-06 / -3.66316e-06 | 1.72025e-05 / -1.69757e-05 | 2.22045e-16 / 2.22045e-16 | -4.44089e-16 / -1.11022e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 6.36958e-07 / -6.33978e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.76894e-06 / -2.75239e-06 |
 | JET_JER_EffectiveNP_1 | 2.05469e-05 / -2.06616e-05 | 0 / 0 | -2.54456e-06 / 2.53993e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 6.66134e-16 / 2.22045e-16 | 0 / -5.55112e-16 | 2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -6.09219e-07 / 6.06725e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -2.91114e-05 / 2.91711e-05 | -2.5802e-06 / 2.60187e-06 | 8.23829e-06 / -8.27513e-06 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.8405e-05 / -2.85422e-05 |
 | JET_JER_EffectiveNP_1 | 1.35175e-05 / -1.34366e-05 | 0 / 0 | -8.61738e-06 / 8.6147e-06 | 0 / 0 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 6.42847e-06 / -6.40619e-06 | 2.22045e-16 / 4.44089e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 3.75562e-07 / -3.74996e-07 | 0 / 0 | -0.0221387 / -0.999728 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 4.53015e-05 / -4.55745e-05 | 1.31619e-05 / -1.31152e-05 | -3.9125e-06 / 3.91955e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -8.74115e-06 / 8.72041e-06 | 4.44089e-16 / 4.44089e-16 | -4.44089e-16 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.20076e-05 / -1.19376e-05 |
 | JET_JER_EffectiveNP_1 | 1.9876e-05 / -1.9713e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | 9.29023e-06 / -9.1607e-06 | 2.22045e-16 / 2.22045e-16 | -0.000277238 / -0.0235151 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 5.86332e-07 / -5.83918e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 |
 | JET_JESUnc_Noise_PreRec | 2.12447e-05 / -2.0059e-05 | 0 / 0 | 1.50447e-05 / -1.43638e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00433754 / -0.0338507 | 0.0214954 / -0.0114112 | 3.33667e-06 / -3.26054e-06 | 4.44089e-16 / 2.22045e-16 | 0.0372975 / -0.0129634 | 2.22045e-16 / 0 | 4.44089e-16 / 4.44089e-16 | 0 / 0 | -1.00178e-06 / 9.70803e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.29007e-05 / -8.81105e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | 6.95427e-05 / -0.00010834 | 8.70568e-05 / -0.000137732 | 3.41857e-05 / -5.47967e-05 | 0.0185792 / -0.0294013 | 0.0235232 / -0.0323598 | 0.0221731 / -0.0559166 | 0.025031 / -0.0401936 | 0 / 0 | 0.0633843 / -0.00237332 | -0.00279048 / -0.105215 | 0.0344524 / -0.056774 | 0.039428 / -0.0600356 | 4.44089e-16 / 2.22045e-16 | 0.048842 / -0.0700404 | 0.0322342 / -0.0212709 | 0.0326487 / -0.0369701 | 0.0240945 / -0.0447865 | 0.0150361 / -0.0400822 | -0.116966 / -0.999998 | 0.0286451 / -0.0379065 | 0.0280192 / -0.0352745 | 0.0208066 / -0.0118342 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 8.55703e-05 / -0.000132549 |
 | JET_NNJvtEfficiency | -0.000175599 / 0.000179507 | -8.4109e-05 / 8.63804e-05 | -6.06085e-05 / 6.27018e-05 | -5.15584e-05 / 5.31709e-05 | -3.23516e-05 / 3.34556e-05 | -4.43377e-05 / 4.57865e-05 | -6.70729e-05 / 6.93398e-05 | 0 / 0 | -1.1349e-05 / 1.19044e-05 | -6.05486e-05 / 6.32245e-05 | -2.65565e-05 / 2.76624e-05 | -3.27531e-05 / 3.41097e-05 | -3.15773e-05 / 3.30221e-05 | 0 / 0 | 1.34905e-05 / -1.39489e-05 | -3.31319e-05 / 3.42884e-05 | -8.83964e-06 / 9.26064e-06 | -1.41614e-05 / 1.48028e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0221708 / -0.0248497 | 0.0275271 / -0.0294742 | 0.039193 / -0.0409552 | 0 / 0 |
 | JET_Pileup_OffsetMu | -1.56153e-05 / 1.54671e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.2611e-05 / -5.22869e-05 |
 | JET_Pileup_OffsetNPV | 3.37047e-05 / -3.21205e-05 | 0 / 0 | 1.9108e-05 / -1.84589e-05 | 0 / 0 | -3.0672e-06 / 3.0039e-06 | 0.00439655 / -0.0378068 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 0.0259152 / -0.0116459 | 9.2025e-06 / -9.142e-06 | 4.44089e-16 / 4.44089e-16 | -1.11022e-16 / -4.44089e-16 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0.0129016 / -0.0238506 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 5.80886e-05 / -5.60754e-05 |
