 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | MUON_EFF_ISO_SYS | 0.0221268 / -0.0226739 | 0.0222527 / -0.0228 | 0.0233601 / -0.0239223 | 0.0225742 / -0.0231326 | 0.0218791 / -0.022431 | 0.0273788 / -0.0280131 | 0.0228185 / -0.0233872 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0260192 / -0.0266515 | 0.0344884 / -0.035244 | 0 / 0 | 0.0309356 / -0.0316195 | 0.0221023 / -0.022659 | 0.021497 / -0.0220522 | 0.0227405 / -0.0233007 | 0.0220678 / -0.0226103 | 0 / 0 | 0.0223501 / -0.0228994 | 0.0224933 / -0.0230412 | 0.022707 / -0.0232637 | 0.0221512 / -0.0227223 | 0.0232513 / -0.0237829 | 0.0308023 / -0.0314895 | 0 / 0 | 0.0235016 / -0.0240582 |
 | FT_EFF_Eigen_B_2__1 | -0.0378064 / 0.0404841 | -0.0293599 / 0.0313894 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -0.0423729 / 0.0439454 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0302616 / 0.0320368 | 0 / 0 | 0 / 0 | -0.0232829 / 0.0245556 |
 | FT_EFF_Eigen_B_3__1 | 0.031345 / -0.0306035 | 0.0250629 / -0.0246077 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0208381 / -0.0207368 | 0.0211239 / -0.0210586 | 0 / 0 | 0 / 0 | 0.0306637 / -0.0300477 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0259424 / -0.0257091 | 0 / 0 | 0 / 0 | 0.0266002 / -0.0261196 |
 | FT_EFF_Eigen_B_7__1 | 0.0226505 / -0.0222595 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.022812 / -0.022763 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 5.57117e-05 / -5.57111e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 7.31037e-05 / -6.72261e-05 | 0 / 0 | 0 / 2.22045e-16 | 2.97972e-05 / -2.82553e-05 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.16329e-06 / -3.98251e-06 | 0.0248075 / -0.058231 | -1.11022e-16 / 2.22045e-16 | -2.0631e-07 / 1.98776e-07 | -2.01826e-07 / 1.92087e-07 | 2.21259e-07 / -2.16004e-07 | 0.0535773 / -0.0088344 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0201747 / 0.0207366 | -0.0287622 / 0.0345253 | -0.0571142 / 0.129678 | -0.070424 / 0.177401 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 3.79026e-05 / -3.40619e-05 | 0 / 0 | 0.0199461 / -0.0196338 | 1.14698e-05 / -1.03029e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0527983 / -0.0502759 | -0.0421158 / 0.0445708 | 4.44089e-16 / -2.22045e-16 | 0 / 0 | 0.074577 / -0.0696079 | 0 / 0 | -1.8129e-07 / 1.63096e-07 | 0.0199065 / -0.0194492 | 0.044736 / -0.042379 | -0.0417332 / 0.0436006 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0337044 / -0.0327866 | -0.042984 / 0.0449615 | -0.0356281 / 0.0370445 | 0 / 0 | 0.0228378 / -0.0223187 |
 | JET_JERUnc_Noise_PreRec | -3.94664e-05 / 4.4608e-05 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0364893 / -0.00191195 | -0.0147119 / -0.00135426 | -0.0234807 / -0.00203133 | 0 / -1.11022e-16 | 0 / -1.11022e-16 | -0.0162035 / 0.000630413 | -0.0142219 / -0.0017103 | -0.0260238 / 0.00479204 | -0.0210149 / -0.00122435 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0400891 / -0.00252558 | 0 / 0 | -0.0155115 / -0.00810983 |
 | JET_NNJvtEfficiency | -5.53813e-05 / 5.63009e-05 | 0 / 0 | -2.7282e-05 / 2.76173e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.74119e-05 / 1.81531e-05 | -2.35139e-05 / 2.46316e-05 | -2.45666e-05 / 2.57033e-05 | 0 / 0 | -2.5048e-05 / 2.61661e-05 | 0 / 0 | -6.55621e-06 / 6.89666e-06 | 0 / 0 | -6.29333e-06 / 6.6508e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211892 / -0.0243176 | 0.0348277 / -0.0371186 | 0.0441871 / -0.0461916 | 0.0474948 / -0.0523046 | 0 / 0 | -3.73206e-05 / 3.76207e-05 |
 | ttt Cross-Section | 0 / 0 | 0.300438 / -0.300195 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | 9.15851e-05 / -7.30059e-05 | 0 / 0 | 5.92253e-05 / -4.79814e-05 | 4.02324e-05 / -3.29933e-05 | 0 / 0 | 6.7974e-05 / -5.51545e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 5.98519e-06 / -4.94689e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -3.03103e-07 / 2.51129e-07 | -4.39494e-07 / 3.6549e-07 | 0.0247614 / -0.0370803 | 0.0608585 / -0.0388927 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0398168 / 0.0414705 | -0.0666376 / 0.0562738 | -0.113403 / 0.132866 | -0.105004 / 0.22738 | 0 / 0 | -0.0180329 / 0.0221286 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538183 / -0.501634 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.0273732 / 0.0149321 | 0 / 0 | 0 / 0 | 0 / -5.55112e-16 | 0 / 0 | 0 / 0 | -0.0455656 / 0.0251683 | 0.0239592 / -0.0126291 | 0 / -2.22045e-16 | 4.03312e-06 / -6.67698e-06 | -0.106507 / 0.0614235 | 0 / 0 | 9.92146e-09 / -1.60467e-08 | 0 / 0 | 8.97746e-08 / -1.45598e-07 | 0.0543586 / -0.0280939 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0391817 / -0.0204492 | -0.0428393 / 0.0236179 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | -0.000943728 / -0.0151127 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00294346 / -0.0467702 | -2.22045e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.45918e-07 / -2.17298e-07 | -0.00111602 / -0.0178621 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00637976 / -0.100024 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0.024678 / -0.0305765 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.0340638 / -0.0413776 | -0.0171566 / 0.0222431 | 2.22045e-16 / -2.22045e-16 | -9.03853e-06 / 5.67561e-06 | 0.0918203 / -0.106132 | -1.11022e-16 / -1.11022e-16 | 1.16689e-07 / -7.44496e-08 | 8.56025e-08 / -5.42055e-08 | -2.16136e-08 / 1.37437e-08 | -0.0341251 / 0.0451049 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0174953 / -0.0218391 | -0.0368369 / 0.048827 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.0238622 / -0.0241423 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / -2.22045e-16 | -6.32826e-06 / 5.14711e-06 | 0.0963305 / -0.0906862 | 0 / 0 | -1.12574e-07 / 9.18516e-08 | 5.99182e-08 / -4.87954e-08 | -7.8932e-08 / 6.4351e-08 | -0.0379341 / 0.0406472 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0190836 / -0.0191577 | -0.0495561 / 0.0556708 | -0.0319868 / 0.0340495 | 0 / 0 | -1.11022e-16 / 2.22045e-16 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | -0.0200114 / 0.0209167 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0.0372639 / -0.0297437 | -0.0398892 / 0.0387004 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | -0.0267307 / 0.0236076 | -1.63566e-08 / 1.63461e-08 | 6.48753e-07 / -6.40066e-07 | 2.56358e-07 / -2.57703e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.039003 / -0.0341104 | -0.00835706 / 0.0225334 | 0 / 0 | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00110288 / -0.0835985 | -1.11022e-16 / -1.11022e-16 | 2.12438e-08 / -2.14471e-08 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0110159 / 0.0337123 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.63428e-07 / -9.69407e-07 | 0.0206232 / -0.0549545 | -1.11022e-16 / 0 | -2.12605e-07 / 2.14081e-07 | -7.42372e-08 / 7.42299e-08 | 1.66749e-07 / -1.69922e-07 | 0.0522525 / -0.0266895 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00833507 / 0.031496 | -0.0422398 / 0.0688853 | -0.0515978 / -0.000109274 | 0 / 0 | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | -6.14747e-08 / 6.20501e-08 | 1.42796e-07 / -1.43217e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000362202 / -0.0324775 | -2.22045e-16 / 0 | 1.72212e-07 / -1.71089e-07 | -1.11022e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 2.02656e-07 / -2.00733e-07 | 0 / 0 | -0.000207477 / -0.0186881 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 |
 | others Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0.529348 / -0.504301 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.529348 / -0.504301 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0.0461834 / 0.000279974 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Other + #geq 2 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | -3.47388e-05 / 1.20228e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttZ Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.119233 / -0.118808 | 0.119233 / -0.118808 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z generator choice | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.290268 / 0.183387 | -0.291151 / 0.184071 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -4.06031e-06 / 4.05646e-06 | -0.000202099 / -0.0805726 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -1.67568e-08 / 1.67556e-08 | 0 / 0 | 8.40109e-05 / 0.034729 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.16792e-05 / 0.0254254 | 0.000387222 / 0.16634 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0260553 / 0.0226192 | 0 / 0 | 0 / 0 | -0.104755 / 0.0980163 | 0 / 0 | -2.86744e-08 / 4.36199e-08 | -8.88406e-08 / 1.35127e-07 | 9.5567e-08 / -1.45475e-07 | 0.0397991 / -0.032586 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0479135 / -0.0389572 | 0.042457 / -0.0346827 | 0 / 0 | 2.22045e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0322618 / -0.000359742 | -2.22045e-16 / -2.22045e-16 | -7.06264e-07 / 7.07801e-07 | 0 / 2.22045e-16 | 0 / -1.11022e-16 | -1.90202e-07 / 1.91365e-07 | -2.00224e-07 / 2.0188e-07 | -9.65528e-08 / 9.64805e-08 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0315175 / -0.000351364 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0838349 / -0.0371335 | -1.11022e-16 / -1.11022e-16 | 1.08587e-07 / -1.0702e-07 | 0 / 0 | 1.62928e-07 / -1.62707e-07 | 0.0415012 / -0.00361172 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0550181 / 0.00558266 | 0 / 0 | 0 / 0 | 6.66134e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0823956 / -0.000635498 | 0 / 0 | 6.37123e-08 / -6.38792e-08 | -2.2509e-07 / 2.24862e-07 | 0 / 0 | 0.0403777 / -0.00398201 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0247577 / 0.0534273 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209458 / -0.0127984 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 1.35014e-07 / -1.35663e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
