 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_EffectiveNP_Modelling1 | 1.97135e-05 / -1.86726e-05 | 0 / 0 | 1.64703e-05 / -1.57746e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | -0.0038216 / -0.0327124 | 0.0215198 / -0.0139707 | 1.00065e-06 / -9.81373e-07 | 2.22045e-16 / 2.22045e-16 | 0.0249779 / -0.0136382 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Response | -5.51703e-05 / 6.21589e-05 | 0 / 0 | -7.04699e-06 / 7.84957e-06 | -4.0746e-05 / 4.48829e-05 | 0 / 0 | -0.0216103 / 0.00399403 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | -0.032783 / 0.0126221 | -0.0223693 / 0.0302962 | -0.0206566 / 0.0310804 | 2.22045e-16 / 4.44089e-16 | -0.0123585 / 0.0389442 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -0.0245042 / 0.02159 | -0.0239738 / 0.0158909 | -0.999997 / 0.364069 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 5.14757e-05 / -7.45043e-05 | 6.68008e-05 / -9.74303e-05 | 2.30297e-05 / -3.40736e-05 | 0 / 0 | 4.06288e-06 / -6.09387e-06 | -0.00429297 / -0.031876 | 5.64872e-05 / -8.49071e-05 | 0 / 0 | 0.0210846 / -0.00382124 | -0.0208482 / -0.0250192 | 0.0287559 / -0.0387655 | 0.0246844 / -0.0340052 | 2.22045e-16 / 2.22045e-16 | 0.0319288 / 0.0127233 | 2.22045e-16 / -3.33067e-16 | 2.22045e-16 / -2.22045e-16 | 0.0269678 / -0.0475517 | 0.0240418 / -0.0495298 | -0.0575541 / -0.966942 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00254571 / 0.0348281 | -0.0193893 / 0.0336656 |
 | JET_JERUnc_Noise_PreRec | 6.81864e-05 / -6.11271e-05 | 0.000126281 / -0.000113232 | 1.34638e-05 / -1.20804e-05 | 0 / 0 | 2.35958e-06 / -2.11737e-06 | 0.0218336 / -0.0215445 | 5.16156e-05 / -4.63019e-05 | 0 / 0 | -2.22045e-16 / 0 | 0.0466568 / -0.0462361 | -3.94405e-06 / 3.53602e-06 | 1.23324e-05 / -1.10724e-05 | -2.22045e-16 / 2.22045e-16 | -0.0273769 / 0.0297784 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 3.20187e-08 / -2.87659e-08 | -2.22045e-16 / 2.22045e-16 | 46.7179 / -0.999999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0454474 / 0.0477062 | -0.0229983 / 0.0235467 | -0.0195166 / 0.019969 |
 | JET_JER_EffectiveNP_1 | -1.00675e-06 / 1.53276e-06 | -2.95947e-05 / 4.52048e-05 | -5.89319e-06 / 8.98418e-06 | 0 / 0 | 2.21502e-06 / -3.37755e-06 | -0.0229217 / 0.0200232 | -1.44108e-05 / 2.19775e-05 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -2.22045e-16 | -3.33067e-16 / 0 | -0.0231054 / 0.0201926 | 4.44089e-16 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 2.22045e-16 / -2.22045e-16 | -3.68855e-06 / 5.61847e-06 | -1.17915e-07 / 1.79356e-07 | -1 / 20.847 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 2.84476e-05 / -2.79881e-05 | 6.81862e-05 / -6.70273e-05 | 5.45886e-07 / -5.38036e-07 | 3.13935e-05 / -3.07847e-05 | 1.88146e-06 / -1.84214e-06 | -0.000386974 / -0.0342163 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 2.22045e-16 | 1.27032e-06 / -1.23872e-06 | -6.42859e-06 / 6.29349e-06 | 0 / 2.22045e-16 | 0.000279694 / 0.0251612 | 4.44089e-16 / 0 | 2.22045e-16 / 0 | -1.88872e-06 / 1.87108e-06 | 3.43518e-07 / -3.41378e-07 | -0.0189163 / -0.996065 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 3.72089e-05 / -3.26039e-05 | 1.01065e-05 / -8.88294e-06 | 1.2884e-05 / -1.14652e-05 | 2.72872e-05 / -2.40347e-05 | 1.43497e-07 / -1.26074e-07 | -0.00144702 / -0.0230366 | 0 / 0 | 0 / 0 | 0.00287927 / 0.0466139 | 2.22045e-16 / -2.22045e-16 | 4.73333e-09 / -4.10858e-09 | -5.68454e-06 / 5.00276e-06 | -0.00109905 / -0.0175206 | 0.00120201 / 0.0193337 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -4.12332e-06 / 3.66541e-06 | 1.63525e-07 / -1.45912e-07 | -0.0760624 / -0.886771 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0015062 / 0.0242551 | 0.00214254 / 0.0345876 | -1.11022e-16 / 0 |
 | JET_JER_EffectiveNP_3 | -6.43173e-05 / 6.56892e-05 | -7.16106e-05 / 7.29012e-05 | -1.01553e-05 / 1.01769e-05 | 0 / 0 | -2.78595e-07 / 2.83479e-07 | -0.0231435 / -0.00162773 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | -2.22045e-16 / -2.22045e-16 | -4.65799e-08 / 4.78069e-08 | 3.26889e-06 / -3.32031e-06 | 2.22045e-16 / 2.22045e-16 | 0.0280388 / 0.000364652 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 4.08806e-06 / -4.12554e-06 | 3.53076e-09 / -3.57276e-09 | -0.997147 / -0.0198901 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023869 / 0.000305632 | 0.0390461 / 0.000190818 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 3.23938e-05 / -2.65509e-05 | 4.58732e-05 / -3.76525e-05 | 4.53852e-06 / -3.72603e-06 | 1.76991e-05 / -1.45082e-05 | -2.69286e-07 / 2.20829e-07 | 0.0230248 / -0.0233891 | 3.06446e-05 / -2.51518e-05 | 0 / 0 | 0 / -2.22045e-16 | 0.0350439 / -0.0381337 | 0 / 0 | -9.7279e-06 / 7.9745e-06 | -3.33067e-16 / 2.22045e-16 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -2.22045e-16 / 2.22045e-16 | -1.20386e-06 / 9.88968e-07 | 1.84909e-07 / -1.51835e-07 | -0.346128 / -0.0240613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0358181 / 0.0380405 | 0.000122653 / -0.000100619 |
 | JET_JER_EffectiveNP_4 | -7.78314e-05 / 8.61346e-05 | -5.85698e-05 / 6.48569e-05 | -3.40348e-06 / 3.75409e-06 | -1.18707e-05 / 1.32536e-05 | -1.81974e-06 / 2.01397e-06 | -0.0251926 / -0.000815413 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 1.75992e-05 / -1.9378e-05 | 0 / 4.44089e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 5.54981e-06 / -6.10285e-06 | -2.22045e-16 / 0 | -0.924158 / -0.0687095 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0178961 / 0.000887703 | 0.0375907 / 0.00114898 | -1.11022e-16 / 0 |
 | JET_JER_EffectiveNP_5 | 1.3765e-05 / -1.36445e-05 | 0 / 0 | -5.16896e-06 / 5.12937e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 1.1183e-06 / -1.12656e-06 | 1.85185e-05 / -1.87846e-05 | 0.0214988 / 0.000683493 | -0.0174924 / 0.0299739 | 2.22045e-16 / 0 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | -5.9147e-07 / 5.89011e-07 | -0.0349018 / -0.99804 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_5 | -2.75581e-05 / 2.7373e-05 | 0 / 0 | 1.84426e-05 / -1.83196e-05 | -1.17094e-06 / 1.15935e-06 | 3.44632e-06 / -3.41897e-06 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0208752 / 0.0141539 | 0 / 0 | 0 / 0 | -6.21183e-07 / 6.1875e-07 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 3.57311e-05 / -3.58557e-05 | 0 / 0 | 4.69778e-06 / -4.67646e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.82178e-06 / -4.79988e-06 | 2.71384e-05 / -2.74902e-05 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / -1.11022e-16 | 0 / 0 | 2.47714e-06 / -2.46132e-06 | 0 / 2.22045e-16 | -0.00824348 / -0.999894 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -1.14087e-05 / 1.14773e-05 | 0 / 0 | 1.06694e-05 / -1.06806e-05 | 0 / 0 | 7.32742e-06 / -7.4039e-06 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | -2.44901e-06 / 2.45676e-06 | -5.67753e-06 / 5.74359e-06 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -1.73572e-06 / 1.75598e-06 | -8.79739e-07 / 8.84327e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.78676e-05 / -4.80018e-05 |
 | JET_JER_EffectiveNP_8 | -1.2297e-05 / 8.03218e-06 | 1.04573e-05 / -6.846e-06 | 6.87392e-08 / -4.50932e-08 | 0 / 0 | -6.6072e-06 / 4.32717e-06 | 0.0127861 / -0.0200277 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.50341e-05 / 1.6503e-05 | 2.22045e-16 / 4.44089e-16 | -1.11022e-16 / -2.22045e-16 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 4.44089e-16 | -1.16696e-06 / 7.66277e-07 | 2.22045e-16 / -2.22045e-16 | 2.44261 / -0.999999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | -2.08937e-05 / 2.07621e-05 | 0 / 0 | -1.16719e-05 / 1.17483e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -1.99458e-06 / 2.00497e-06 | -2.20969e-05 / 2.19467e-05 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0 / 0 | -0.999917 / -0.00680241 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 5.05798e-07 / -5.0432e-07 | 0 / 0 | -8.53647e-06 / 8.49652e-06 | 0 / 0 | 0 / 0 | -4.44089e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | 3.77733e-06 / -3.75202e-06 | 1.73595e-05 / -1.71363e-05 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 6.67226e-07 / -6.6432e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.39304e-05 / 2.3877e-05 |
 | JET_JER_EffectiveNP_1 | 2.07171e-05 / -2.08323e-05 | 0 / 0 | -2.5836e-06 / 2.57883e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 6.66134e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 6.66134e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -6.20547e-07 / 6.17992e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.26078e-05 / -6.24892e-05 |
 | JET_JER_EffectiveNP_1 | -2.94087e-05 / 2.94683e-05 | -2.60963e-06 / 2.63148e-06 | 8.36026e-06 / -8.39743e-06 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 1.36611e-05 / -1.358e-05 | 0 / 0 | -8.75469e-06 / 8.75235e-06 | 0 / 0 | 0 / 0 | -4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.48546e-06 / -6.46327e-06 | 2.22045e-16 / 4.44089e-16 | 0 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 3.82769e-07 / -3.82209e-07 | 0 / 0 | -0.022428 / -0.999732 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 4.58011e-05 / -4.60856e-05 | 1.33098e-05 / -1.3265e-05 | -3.97525e-06 / 3.98314e-06 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -8.81952e-06 / 8.80021e-06 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 2.00623e-05 / -1.99073e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | 9.38059e-06 / -9.25424e-06 | 0 / 2.22045e-16 | -0.00026658 / -0.023564 | 2.22045e-16 / 4.44089e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 6.14336e-07 / -6.12101e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 2.14413e-05 / -2.02681e-05 | 0 / 0 | 1.52584e-05 / -1.45847e-05 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00431757 / -0.0338557 | 0.0214669 / -0.0114101 | 3.38946e-06 / -3.31593e-06 | 4.44089e-16 / 2.22045e-16 | 0.0372449 / -0.0129606 | 2.22045e-16 / 2.22045e-16 | 4.44089e-16 / 4.44089e-16 | 0 / 0 | -1.04732e-06 / 1.01611e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 6.94407e-05 / -0.000110561 | 8.69384e-05 / -0.000140554 | 3.42756e-05 / -5.61377e-05 | 0.0183438 / -0.0296582 | 0.0232322 / -0.0326872 | 0.0218539 / -0.0561931 | 0.0247116 / -0.0405344 | 0 / 0 | 0.0627305 / -0.00335086 | -0.0029488 / -0.105079 | 0.0340057 / -0.0572287 | 0.038924 / -0.0605577 | 2.22045e-16 / 2.22045e-16 | 0.0482211 / -0.0706804 | 0.0318734 / -0.0217449 | 0.032256 / -0.0374274 | 0.0237756 / -0.0451059 | 0.0148171 / -0.040272 | -0.11963 / -0.999998 | 0.0282919 / -0.0383028 | 0.027677 / -0.0356652 | 0.0205788 / -0.0121466 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 7.99552e-05 / -0.000126988 |
 | JET_NNJvtEfficiency | -0.000177972 / 0.000181597 | -8.53596e-05 / 8.75031e-05 | -6.13455e-05 / 6.33472e-05 | -5.22698e-05 / 5.38051e-05 | -3.26322e-05 / 3.36834e-05 | -4.55709e-05 / 4.69732e-05 | -6.79473e-05 / 7.01141e-05 | 0 / 0 | -1.1662e-05 / 1.22102e-05 | -6.16559e-05 / 6.4262e-05 | -2.6934e-05 / 2.80038e-05 | -3.30799e-05 / 3.43865e-05 | -3.1601e-05 / 3.29859e-05 | 0 / 0 | 1.35042e-05 / -1.39372e-05 | -3.3565e-05 / 3.46724e-05 | -9.00478e-06 / 9.41625e-06 | -1.44943e-05 / 1.51229e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0221691 / -0.0248028 | 0.0275246 / -0.0294183 | 0.0391894 / -0.0408778 | -0.000199606 / 0.000205117 |
 | JET_Pileup_OffsetMu | -1.57954e-05 / 1.56452e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 3.39902e-05 / -3.24492e-05 | 0 / 0 | 1.93701e-05 / -1.87448e-05 | 0 / 0 | -3.07627e-06 / 3.01802e-06 | 0.00441424 / -0.0378214 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | -2.22045e-16 / 0 | 0.0258627 / -0.0116431 | 9.32696e-06 / -9.2817e-06 | 2.22045e-16 / 2.22045e-16 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 4.44089e-16 / 0 | 0 / 0 | 0.0128889 / -0.0238567 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
