 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_Pileup_RhoTopology | -0.0322343 / 0.054283 | -0.0195268 / 0.0278464 | 0.0209816 / -0.0101323 | 2.08012e-05 / -3.10518e-05 | 1.74607e-05 / -2.65029e-05 | 0 / -2.22045e-16 | 1.64531e-05 / -2.47858e-05 | 0 / 0 | -0.000106552 / 0.0232572 | 0 / 0 | 0 / 0 | -0.00139823 / -0.0171891 | 0 / 0 | -0.0106946 / 0.033316 | 1.46848e-05 / -2.23434e-05 | 0 / 0 | 0.00988921 / -0.0580286 | 0.0270242 / -0.103987 | -0.0416462 / 0.0304469 | 0 / 0 | 0 / 0 | -0.0313243 / 0.039914 | -0.0420762 / 0.0911549 | -0.122094 / 0.155862 | -0.245529 / 0.617863 | 0 / 0 | -0.0206952 / 0.0328495 |
 | MUON_EFF_ISO_SYS | 0.0226304 / -0.0231514 | 0.0222809 / -0.0227957 | 0.0240921 / -0.0246339 | 0.0226465 / -0.0231722 | 0.0219513 / -0.02247 | 0.0261665 / -0.0267623 | 0.0228513 / -0.0233873 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0257146 / -0.0262997 | 0.0336589 / -0.0343816 | 0 / 0 | 0.0301333 / -0.0307595 | 0.0215478 / -0.0220658 | 0.0205238 / -0.0210184 | 0.0237459 / -0.0242671 | 0.0237945 / -0.0243129 | 0.0359206 / -0.0371022 | 0.0220176 / -0.0225302 | 0.0224183 / -0.0229317 | 0.0206607 / -0.0211531 | 0.0234553 / -0.0239877 | 0.0236002 / -0.0240428 | 0.0263066 / -0.0268602 | 0 / 0 | 0.023145 / -0.0236796 |
 | FT_EFF_Eigen_B_2__1 | -0.0389475 / 0.0418375 | -0.0285442 / 0.0304482 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -2.22045e-16 / 0 | -0.0315689 / 0.0330552 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0252505 / 0.0266092 | 0 / 0 | 0 / 0 | -0.0325284 / 0.0356019 |
 | FT_EFF_Eigen_B_3__1 | 0.0313274 / -0.030508 | 0.0247413 / -0.0242975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0232088 / -0.0226837 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0.0302057 / -0.0302035 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0200856 / -0.0198974 | 0.0362323 / -0.0356008 | 0 / 0 | 0 / 0 | 0.0232302 / -0.0225544 |
 | FT_EFF_Eigen_B_7__1 | 0.0212969 / -0.020948 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0246037 / -0.0242851 | 0 / 0 | 0 / 0 | 0.0209976 / -0.020973 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0330171 / -0.0330153 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0366266 / -0.0358411 | 0.0200625 / -0.0200371 | 0 / 0 | 0 / 0 |
 | SM t#bar{t}t #mu_{F} and #mu_{R} | 1.83203e-05 / -1.83202e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 1.24161e-05 / -1.21281e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.60183e-06 / -3.60791e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0291304 / 0.0155023 | -0.02675 / 0.0745663 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JERUnc_Noise_PreRec | 2.73908e-06 / -3.04854e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.0294929 / -0.00188657 | -0.0152916 / -0.00097292 | -0.0231018 / -0.00223171 | -0.122883 / -0.00500042 | 0.0182695 / 0.00568946 | -0.01983 / -0.0022293 | -1.11022e-16 / 0 | -0.0540831 / -0.00337783 | -0.0452414 / -0.00286818 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0189888 / -0.000861468 | 0.0374527 / 0.0149862 | 0.30345 / 0.0178573 | 0 / 0 | 0 / 0 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Flavor_Composition_Bkg | 0 / 0 | -0.0229584 / 0.0206926 | 0 / 0 | 2.51158e-05 / -2.02605e-05 | 2.11996e-05 / -1.7398e-05 | -2.22045e-16 / 0 | 2.09718e-05 / -1.70442e-05 | 0 / 0 | -0.00758045 / 0.0288314 | -0.00670867 / 0.0387974 | 0 / 0 | 4.1252e-05 / -3.46217e-05 | 0 / 0 | -0.0119654 / 0.0295761 | 1.19596e-05 / -9.89066e-06 | -1.11022e-16 / 0 | 0.016877 / -0.0577115 | 0.0391847 / -0.0981105 | -0.0428192 / -0.0028785 | 0 / 0 | 0 / 0 | -0.0401886 / 0.0404735 | -0.0658285 / 0.0859602 | -0.185985 / 0.104737 | -0.300291 / 0.427673 | 0 / 0 | -0.0274438 / 0.0179034 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0.000239497 / 0.0215227 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000349373 / -0.0309217 | 0 / 0 | -0.000336619 / -0.0300345 | 0 / 0 | 0 / 0 | 9.47566e-06 / -9.45716e-06 | 0 / 0 | -0.000277487 / -0.0247979 | -0.00060157 / -0.0528961 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00043742 / 0.0395113 | 0.000693106 / 0.063023 | 0.00368105 / 0.361688 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 0 / 0 | 0 / 0 | 0.00120674 / 0.0194101 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00124673 / -0.0198635 | -0.001421 / -0.0228146 | -0.00412207 / -0.0649466 | 0 / 2.22045e-16 | 1.47669e-05 / -1.3233e-05 | 0 / 0 | -0.0017372 / -0.0276253 | -0.00220833 / -0.0350533 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00174947 / 0.0281991 | 0.00262806 / 0.0425055 | 0.0170941 / 0.292461 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0.016296 / 0.00078462 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -0.0216643 / -0.00302166 | -0.0772229 / -0.00125868 | 0.0210519 / -0.00473274 | 0 / 0 | 0 / 0 | -0.026517 / -0.00134216 | -0.0414598 / -0.00208054 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0313967 / 0.00265128 | 0.28224 / 0.013772 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.39301e-06 / -3.94569e-06 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0501729 / 0.052889 | 0 / 0 | 0 / 2.22045e-16 | -2.30236e-05 / 2.06939e-05 | 0 / 0 | -0.0300067 / 0.030983 | 0.0433562 / -0.0415628 | 0.0259238 / -0.0253557 | 0.0228336 / -0.0223736 | 0.0803803 / -0.0747181 | 46.8232 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0290577 / -0.028331 | 0 / 0 | -0.0910066 / 0.100131 | 0 / 0 | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 8.56509e-05 / 0.0303228 | 0 / 0 | 2.22045e-16 / 0 | -5.77837e-06 / 5.73985e-06 | -2.22045e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000135873 / -0.0469611 | -0.000217509 / -0.0745138 | 0.0011083 / 0.438469 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0336649 / 0.000385928 | 4.44089e-16 / 0 | -1.51623e-06 / 1.51033e-06 | -0.0770541 / -0.000913282 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | -0.0221407 / -0.000258046 | -0.0221159 / -0.000257755 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0327407 / 0.000375434 | 0.37249 / 0.00390151 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0308295 / -0.000375716 | 0 / 2.22045e-16 | -0.0194352 / -0.000227924 | -0.176463 / -0.00216804 | 0.0245661 / 0.000251881 | 0 / 0 | 0 / 0 | -0.031067 / -0.000294099 | -0.0497578 / -0.000587528 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0262913 / 0.000303571 | 0.0484096 / 0.000555434 | 0.366368 / 0.00386758 | 0 / 0 | -1.11022e-16 / 0 |
 | JET_JER_EffectiveNP_4 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -0.0367531 / 0.0391296 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | -1.67958e-05 / 1.37822e-05 | -0.0805018 / 0.0897759 | 0 / 0 | 1.70452e-05 / -1.40455e-05 | 0 / -1.11022e-16 | -1.06974e-05 / 8.7932e-06 | 0.0413883 / -0.0408883 | 32.0834 / -1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.186384 / 0.234221 | 0 / 0 | 2.22045e-16 / -1.11022e-16 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0288035 / 0.00260774 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | -1.20687e-05 / 1.20325e-05 | 0 / 0 | -7.65398e-06 / 7.61918e-06 | 0 / 0 | -0.0349079 / -0.998067 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0604983 / 0.0238609 | 0.39286 / -0.00522817 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0319369 / -0.000295725 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0.00379803 / -0.0214709 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0362509 / 0.0528685 | 0.0049654 / 0.3705 | 0 / 0 | 2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0267853 / 0.00251497 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -0.00127737 / 0.0213036 | -5.70469e-06 / 5.73844e-06 | 0 / -1.11022e-16 | -1.94888e-06 / 1.94955e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0597903 / -0.0307398 | 0.391232 / 0.00473226 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_6 | 0 / 0 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 5.08919e-06 / -5.15356e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -0.0203235 / -0.0326058 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00587156 / 0.0786655 | -0.000346636 / 0.386632 | 0 / 0 | 0 / -1.11022e-16 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 6.75575e-07 / -6.72488e-07 | -1.11022e-16 / 0 | 0 / 0 | -2.45065e-05 / -0.0240658 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.028968 / -0.0282873 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000876172 / 0.0241941 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 2.26795e-06 / -3.61756e-06 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0419065 / -0.0660287 | 0.00909328 / 0.309089 | 0 / 0 | 0 / 2.22045e-16 |
 | JET_JER_EffectiveNP_8 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.175657 / -0.0102323 | 2.22045e-16 / 0 | -1.32152e-05 / 8.68841e-06 | -1.11022e-16 / 0 | 0 / 0 | -0.0371134 / 0.0103178 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0581699 / -0.0224302 | 0.368467 / 0.0174348 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0401208 / 0.0325905 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.54405e-06 / 1.5305e-06 | 0 / 0 | -1.71977e-05 / 1.71566e-05 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0695566 / -0.018178 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.00559278 / -0.999991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0368684 / -0.0195907 | 0.390915 / -0.154327 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0309505 / -0.00111076 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.34736e-07 / -1.35009e-07 | 0 / 0 | 3.16974e-06 / -3.1499e-06 | -0.019583 / -0.000756249 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0299324 / 0.0329512 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0555969 / -0.0374775 | -0.15792 / 0.00391645 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | -1.22023e-06 / 1.21895e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
