 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_2 | -2.67707e-05 / 4.39241e-05 | 2.21472e-05 / -3.61861e-05 | 1.80021e-06 / -2.96099e-06 | 1.06794e-05 / -1.74585e-05 | 3.90422e-06 / -6.38854e-06 | 0 / 0 | 2.55796e-06 / -4.17604e-06 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -1.20966e-05 / 1.96651e-05 | 0.0216521 / -0.0114076 | 2.22045e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | 0 / -1.11022e-16 | -1.06671e-06 / 1.73086e-06 | 1.26313e-05 / -2.02394e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000124866 / 0.000204885 |
 | JET_JER_EffectiveNP_2 | -3.14706e-05 / 2.76254e-05 | -1.72433e-05 / 1.51696e-05 | -2.29512e-06 / 2.01745e-06 | -9.38508e-06 / 8.25381e-06 | -1.25568e-05 / 1.10493e-05 | 0 / 0 | 1.88279e-05 / -1.66333e-05 | 0 / 0 | -1.11022e-16 / 0 | 0.00115773 / 0.0186183 | 0 / 0 | -2.37963e-05 / 2.10028e-05 | 0.0014492 / 0.023332 | -0.00144392 / -0.0229877 | 0 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | -7.3915e-06 / 6.56179e-06 | -9.12006e-06 / 8.03483e-06 | -0.00217405 / -0.0345137 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00163848 / 0.0263988 | 8.44362e-05 / -7.33172e-05 |
 | JET_JER_EffectiveNP_3 | -6.29615e-05 / 3.97433e-05 | -2.84945e-05 / 1.80373e-05 | -4.58265e-05 / 2.89218e-05 | -1.56569e-05 / 9.89925e-06 | 9.94156e-08 / -6.27858e-08 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.0007e-05 / -1.27232e-05 | 1.92786e-05 / -1.22715e-05 | -0.0211997 / 0.0272613 | 0 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / -1.11022e-16 | 1.91055e-06 / -1.21389e-06 | -2.28849e-05 / 1.46547e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0153412 / 0.0197373 | -0.0152954 / 0.0200589 | 0 / 0 | 0.000187337 / -0.000118061 |
 | JET_JER_EffectiveNP_3 | 7.33116e-06 / -7.46196e-06 | 0 / 0 | 9.46295e-06 / -9.64353e-06 | 1.23741e-06 / -1.25447e-06 | 1.39733e-05 / -1.42135e-05 | 0 / 0 | -4.87162e-07 / 4.94728e-07 | 0 / 0 | -1.11022e-16 / 0 | 0.0192191 / 0.00022067 | 0 / 0 | 2.72221e-05 / -2.77019e-05 | 0.0217345 / 0.000344546 | -1.11022e-16 / 0 | 0 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 9.57695e-06 / -9.661e-06 | 1.73146e-05 / -1.74621e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0448045 / 0.000367012 | -9.12307e-05 / 9.37883e-05 |
 | JET_JER_EffectiveNP_4 | 1.81274e-05 / -1.48739e-05 | -1.91208e-05 / 1.56774e-05 | -1.43149e-05 / 1.17312e-05 | -1.08636e-05 / 8.91147e-06 | -6.8666e-06 / 5.63405e-06 | 0.0183923 / -0.0193712 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 4.33623e-06 / -3.56207e-06 | 1.96483e-05 / -1.61549e-05 | -0.0137483 / 0.0247407 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.97049e-05 / 1.62505e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_4 | 8.95398e-06 / -9.95192e-06 | 6.10976e-06 / -6.74217e-06 | -3.87344e-06 / 4.29651e-06 | 9.14193e-06 / -1.00885e-05 | 1.64522e-05 / -1.82154e-05 | -2.22045e-16 / -2.22045e-16 | 9.5772e-07 / -1.05956e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0167593 / -0.0105592 | 0 / 0 | 1.58139e-05 / -1.75246e-05 | 0.0261026 / 0.00123085 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 8.22321e-06 / -9.02582e-06 | 1.56364e-05 / -1.71168e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148381 / 0.000753649 | 0.0413889 / 0.00165676 | -9.12023e-05 / 0.000101682 |
 | JET_JER_EffectiveNP_5 | 4.02891e-05 / -4.00503e-05 | 0 / 0 | -2.37448e-05 / 2.38189e-05 | 4.50613e-07 / -4.47295e-07 | 2.99732e-07 / -2.97669e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.00611099 / 0.032904 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -2.68137e-05 / 2.68803e-05 | 0 / 0 | -3.04788e-05 / 3.06978e-05 | 7.11121e-07 / -7.11214e-07 | 5.3797e-07 / -5.38139e-07 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.00506975 / 0.0299756 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.11196e-05 / 1.11863e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.71664e-05 / -1.71601e-05 |
 | JET_JER_EffectiveNP_6 | -1.01337e-06 / 1.01738e-06 | 1.47662e-06 / -1.49413e-06 | 8.68111e-06 / -8.78392e-06 | 5.26294e-07 / -5.30652e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -2.66419e-06 / 2.66402e-06 | 0.0427095 / 0.00401297 | 2.22045e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 4.68105e-06 / -4.68467e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0253862 / 0.00736602 | 0.000126984 / -0.00012934 |
 | JET_JER_EffectiveNP_8 | -4.06713e-05 / 6.51975e-05 | 0 / 0 | 1.3534e-05 / -2.17079e-05 | 0 / 0 | 3.29569e-06 / -5.27763e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 3.84202e-06 / -6.11146e-06 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -6.11785e-05 / 9.82655e-05 |
 | JET_JER_EffectiveNP_9 | 9.55619e-06 / -9.55129e-06 | 0 / 0 | 1.99361e-05 / -1.98974e-05 | -7.64047e-06 / 7.63153e-06 | 3.75343e-08 / -3.76552e-08 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -5.77722e-07 / 5.73316e-07 | 0 / 0 | 0.0310365 / 0.00793716 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -2.29906e-06 / 2.30429e-06 | 0 / 0 | 8.44856e-06 / -8.53811e-06 | -1.44829e-06 / 1.45784e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0.042873 / 0.00802743 | 0.0194193 / 0.0065938 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 3.83945e-06 / -3.84691e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237597 / 0.00921463 | 7.54243e-05 / -7.66605e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | 3.2664e-05 / -5.24423e-05 | -3.29088e-05 / 5.32744e-05 | -2.02388e-05 / 3.27204e-05 | -2.49117e-05 / 4.08665e-05 | 0.0246893 / -0.0417772 | -0.00032891 / -0.0750032 | 0.0231564 / -0.0401898 | 0 / 0 | -1.11022e-16 / 0 | -0.0105129 / -0.0444451 | 0.0467637 / -0.0744505 | 0.0485258 / -0.0794857 | 0.0468976 / -0.0362017 | 0.0162019 / 0.0367709 | 0.0283688 / -0.0432655 | 0.0226706 / -0.0415122 | 0.0217878 / -0.0508552 | 0.017501 / -0.0315421 | 0 / 0 | 0.0221705 / -0.03315 | 0.0184885 / -0.0395064 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00720464 / 0.030741 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | -6.44404e-05 / 6.62134e-05 | -2.81989e-05 / 2.8929e-05 | -1.92352e-05 / 1.96784e-05 | 4.25985e-05 / -4.38076e-05 | 3.06458e-05 / -3.16175e-05 | -8.80073e-05 / 8.98543e-05 | 5.62893e-05 / -5.80169e-05 | 0 / 0 | 5.76953e-05 / -5.94457e-05 | 0 / 0 | 7.98047e-05 / -8.24136e-05 | 6.41103e-05 / -6.63796e-05 | -4.00453e-05 / 4.12996e-05 | 5.88417e-05 / -6.16267e-05 | 1.21497e-05 / -1.25154e-05 | -9.35559e-06 / 9.57745e-06 | 8.04624e-06 / -8.41054e-06 | -6.60198e-07 / 6.88735e-07 | 0.0264247 / -0.0267917 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.022067 / -0.0246075 | 0.0281831 / -0.0301822 | 0.0317072 / -0.0348861 | -0.000281189 / 0.00028713 |
 | JET_Pileup_OffsetNPV | 5.14071e-05 / -4.91199e-05 | 0 / 0 | -7.66548e-06 / 7.432e-06 | 1.47594e-06 / -1.43965e-06 | -4.04183e-08 / 3.97813e-08 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0.0237906 / -0.016817 | 0.0115616 / -0.0244393 | 0 / 0 | 0.0174554 / 0.0407979 | 0 / 0 | -1.11022e-16 / 0 | 0.011128 / -0.0211278 | 1.77022e-06 / -1.76485e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00407112 / 0.0238403 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0.000109453 / -0.000161951 | -2.46599e-05 / 3.68186e-05 | 1.39535e-05 / -2.08837e-05 | -6.26561e-06 / 9.39435e-06 | -9.12874e-06 / 1.39137e-05 | -0.0162041 / -0.00393382 | -3.42593e-05 / 5.22372e-05 | 0 / 0 | 0 / -1.11022e-16 | -0.0220515 / 0.0207212 | 0.023864 / -0.0356503 | 0.0175734 / -0.0371172 | 0.0492629 / -0.0458265 | 0.00812709 / 0.0306738 | -4.44089e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0.0237395 / -0.0431634 | 0.0172675 / -0.0302709 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00792296 / 0.0171594 | 0 / 0 | -0.0222241 / 0.0344343 |
 | ttt Cross-Section | 0 / 0 | 0.30034 / -0.30015 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | -1.61932e-05 / 1.51622e-05 | 7.66368e-06 / -7.17027e-06 | 4.29741e-07 / -4.05005e-07 | -1.12424e-05 / 1.0833e-05 | 0 / -4.44089e-16 | -1.83246e-05 / 1.76045e-05 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 2.22045e-16 | 0.0269466 / -0.0234239 | 0.0132103 / -0.0277003 | 0.0517029 / -0.0154604 | 0 / 0 | 0 / 2.22045e-16 | -1.11022e-16 / 0 | 0.0142374 / -0.0237281 | -4.7032e-06 / 4.57905e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 3.295e-05 / -3.28142e-05 | 4.24287e-05 / -4.18056e-05 | 1.74184e-05 / -1.73413e-05 | -2.72563e-06 / 2.72696e-06 | -2.22045e-16 / 0 | 7.57983e-06 / -7.54112e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 1.82977e-05 / -1.8513e-05 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | 1.58147e-05 / -1.60539e-05 | -8.50914e-07 / 8.65629e-07 | 0.299926 / -0.287909 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -9.71416e-05 / 9.84438e-05 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.527016 / -0.501619 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0196753 / -0.0201003 | 0.0195202 / -0.019941 | 0.0200234 / -0.0203886 | 0.0198337 / -0.0202868 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311803 / -0.0318101 | 0 / 0 | 0.020229 / -0.0206508 | 9.91384e-06 / -1.06135e-05 | 0 / 0 | 0.0200365 / -0.0204271 | 0.0235067 / -0.023926 | 0.0287018 / -0.0296471 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0199902 / -0.0204114 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 1.88725e-06 / -1.78369e-06 | 2.68513e-07 / -2.5642e-07 | -1.04212e-05 / 1.01202e-05 | 0.000889288 / -0.0225701 | -2.24058e-05 / 2.17197e-05 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | -3.33067e-16 / 2.22045e-16 | 0.023068 / -0.0218806 | 0.013547 / -0.0262546 | 0.0475294 / -0.0176897 | 0.00882378 / 0.0306179 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | -4.20937e-07 / 4.09948e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000970103 / 0.0257405 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | -3.60745e-06 / 3.59175e-06 | 0 / 0 | -8.93311e-06 / 9.03814e-06 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.61931e-05 / 1.65298e-05 | 0.0458284 / -0.000361689 | -1.11022e-16 / -1.11022e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
