 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | ttZp2500 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000683945 / -0.000683943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=0.5 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000468295 / 0.000468301 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000534577 / 0.000534579 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000433321 / -0.000433319 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000310441 / -0.000310441 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.30961e-05 / 7.30498e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0981334 / -0.0983489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000398891 / -0.000423693 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.136678 / -0.137018 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.317937 / -0.298489 | 0.317937 / -0.298489 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.141285 / -0.140429 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.242908 / -0.234046 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125301 / -0.122481 | 0 / 0 | 0.531226 / -0.499969 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.381691 / -0.376219 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.29298 / -0.292597 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.145685 / 0.145693 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.280798 / -0.280631 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00142059 / -0.00140182 | 0.00310704 / -0.00306597 | 0.00327375 / -0.00323047 | 0.00378327 / -0.00373327 | 0.00509327 / -0.00502595 | 0.00565391 / -0.00557918 | 0.00355171 / -0.00350476 | 0.00745551 / -0.00735697 | 0.00458687 / -0.00452625 | 0.00527786 / -0.0052081 | 0.0052995 / -0.00522946 | 0.00565655 / -0.00558178 | 0.00599286 / -0.00591365 | 0.00548273 / -0.00541026 | 0.0113532 / -0.0112031 | 0.00784135 / -0.00773771 | 0.00940428 / -0.00927998 | 0.00757727 / -0.00747712 | 5.01497e-08 / -4.94869e-08 | 0.0181468 / -0.017907 | 4.59178e-10 / -4.53109e-10 | 6.90964e-10 / -6.81832e-10 | 1.21701e-09 / -1.20093e-09 | 2.55047e-09 / -2.51676e-09 | 7.01103e-09 / -6.91836e-09 | 1.90708e-08 / -1.88187e-08 | 0.00169064 / -0.00166829 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00301932 / -0.00298146 | 0.00454556 / -0.00448856 | 0.00558976 / -0.00551966 | 0.00547466 / -0.005406 | 0.00566864 / -0.00559755 | 0.00679888 / -0.00671362 | 0.005017 / -0.00495408 | 0.00638533 / -0.00630524 | 0.00604908 / -0.00597322 | 0.00665622 / -0.00657274 | 0.00627593 / -0.00619722 | 0.00544514 / -0.00537685 | 0.00552124 / -0.005452 | 0.00603328 / -0.00595762 | 0.00565248 / -0.00558159 | 0.00561667 / -0.00554623 | 0.00485448 / -0.0047936 | 0.005847 / -0.00577367 | 5.19238e-08 / -5.12726e-08 | 4.68786e-10 / -4.62907e-10 | 0.0188486 / -0.0186122 | 7.15407e-10 / -7.06435e-10 | 1.26006e-09 / -1.24426e-09 | 2.64069e-09 / -2.60757e-09 | 7.25905e-09 / -7.16801e-09 | 1.97454e-08 / -1.94978e-08 | 0.00319612 / -0.00315604 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00536797 / -0.00528386 | 0.00568287 / -0.00559383 | 0.0054042 / -0.00531952 | 0.00562067 / -0.0055326 | 0.00548321 / -0.0053973 | 0.00392483 / -0.00386333 | 0.00571643 / -0.00562686 | 0.00340467 / -0.00335132 | 0.00589759 / -0.00580519 | 0.00532151 / -0.00523813 | 0.00530063 / -0.00521758 | 0.00507105 / -0.0049916 | 0.00570696 / -0.00561755 | 0.00425486 / -0.00418819 | 0.00165255 / -0.00162666 | 0.00379549 / -0.00373602 | 0.00327672 / -0.00322538 | 0.00372078 / -0.00366249 | 0.0235075 / -0.0231392 | 5.8407e-10 / -5.74919e-10 | 5.92338e-10 / -5.83057e-10 | 0.0235079 / -0.0231396 | 1.56994e-09 / -1.54534e-09 | 3.29009e-09 / -3.23854e-09 | 9.0442e-09 / -8.9025e-09 | 2.46012e-08 / -2.42158e-08 | 0.00482737 / -0.00475173 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00758558 / -0.00741619 | 0.00636982 / -0.00622758 | 0.00552039 / -0.00539711 | 0.00526397 / -0.00514642 | 0.00381551 / -0.00373031 | 0.00424568 / -0.00415087 | 0.00572976 / -0.00560181 | 0.0021397 / -0.00209192 | 0.0045599 / -0.00445807 | 0.00318313 / -0.00311204 | 0.00358041 / -0.00350046 | 0.00445493 / -0.00435545 | 0.00287181 / -0.00280768 | 0.00405196 / -0.00396148 | 5.3686e-09 / -5.24871e-09 | 0.0024314 / -0.0023771 | 0.00194579 / -0.00190234 | 0.00232646 / -0.00227451 | 9.59577e-08 / -9.38149e-08 | 8.66339e-10 / -8.46993e-10 | 8.78603e-10 / -8.58983e-10 | 1.32211e-09 / -1.29258e-09 | 0.0344207 / -0.0336521 | 4.88013e-09 / -4.77115e-09 | 1.34151e-08 / -1.31155e-08 | 3.64905e-08 / -3.56756e-08 | 0.00738757 / -0.0072226 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0107133 / -0.0102567 | 0.006715 / -0.00642881 | 0.00516066 / -0.00494072 | 0.00467664 / -0.00447732 | 0.00347313 / -0.00332511 | 0.0018877 / -0.00180725 | 0.00561524 / -0.00537593 | 0.00219219 / -0.00209876 | 0.00147436 / -0.00141153 | 0.00204637 / -0.00195915 | 0.00210813 / -0.00201829 | 0.00289051 / -0.00276732 | 0.00232052 / -0.00222162 | 0.00286162 / -0.00273966 | 0.00028023 / -0.000268287 | 0.00155604 / -0.00148972 | 0.00128066 / -0.00122608 | 0.00208706 / -0.00199811 | 1.95721e-07 / -1.87379e-07 | 1.76703e-09 / -1.69172e-09 | 1.79205e-09 / -1.71567e-09 | 2.69664e-09 / -2.58172e-09 | 4.74966e-09 / -4.54724e-09 | 0.0669796 / -0.064125 | 2.73621e-08 / -2.6196e-08 | 7.4428e-08 / -7.12559e-08 | 0.0104676 / -0.0100215 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0176903 / -0.0158631 | 0.00732199 / -0.00656569 | 0.00704447 / -0.00631683 | 0.00494381 / -0.00443316 | 0.00267188 / -0.0023959 | 0.000930338 / -0.000834242 | 0.00553607 / -0.00496424 | 0.0016512 / -0.00148065 | 0.00328864 / -0.00294895 | 0.000510667 / -0.000457919 | 0.00160033 / -0.00143503 | 0.00138823 / -0.00124484 | 0.00160541 / -0.00143959 | 0.00558808 / -0.00501088 | 2.85432e-08 / -2.55949e-08 | 0.00178182 / -0.00159777 | 0.00113076 / -0.00101396 | 0.00183901 / -0.00164905 | 5.10178e-07 / -4.57481e-07 | 4.60607e-09 / -4.1303e-09 | 4.67126e-09 / -4.18876e-09 | 7.02925e-09 / -6.30319e-09 | 1.23808e-08 / -1.1102e-08 | 2.59462e-08 / -2.32661e-08 | 0.169928 / -0.152376 | 1.94009e-07 / -1.73969e-07 | 0.0166003 / -0.0148856 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0183156 / -0.0143805 | 0.00656657 / -0.00515575 | 0.00535909 / -0.0042077 | 0.00380286 / -0.00298582 | 0.00259546 / -0.00203783 | 0.00141381 / -0.00111005 | 0.00453065 / -0.00355725 | 0.000355768 / -0.000279332 | 0.000596778 / -0.000468561 | 0.00135696 / -0.00106542 | 0.0017307 / -0.00135886 | 0.00110265 / -0.000865747 | 0.00245662 / -0.00192882 | 0.00129735 / -0.00101861 | 4.70955e-08 / -3.69771e-08 | 0.00153853 / -0.00120798 | 0.000948241 / -0.000744513 | 0.00164895 / -0.00129468 | 8.4178e-07 / -6.60925e-07 | 7.59989e-09 / -5.96706e-09 | 7.70746e-09 / -6.05152e-09 | 1.15981e-08 / -9.10624e-09 | 2.0428e-08 / -1.6039e-08 | 4.28105e-08 / -3.36127e-08 | 1.17683e-07 / -9.23986e-08 | 0.375695 / -0.294978 | 0.0237895 / -0.0186783 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318853 / -0.286911 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210024 / -0.191954 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.32473 / -0.308351 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155152 / -0.14794 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0.144453 / -0.14129 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.131801 / -0.1333 | 0.334417 / -0.290223 | 0.605705 / -0.436163 | 0.955892 / -0.560528 | 1.40192 / -0.661887 | 2.35591 / -0.772774 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.298703 / -0.286765 | 0.562158 / -0.42567 | 0.802077 / -0.510351 | 1.02475 / -0.568436 | 1.23404 / -0.611261 | 1.52888 / -0.657506 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.595399 / -0.574215 |
