 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | ttZp1000 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000646026 / -0.00064603 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=0.5 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000320104 / 0.000320106 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000620004 / 0.000620003 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000500141 / -0.000500141 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000210487 / -0.000210488 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000105524 / 0.000105454 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0983116 / -0.0984168 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000184137 / -0.000196092 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.136694 / -0.136918 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.308807 / -0.299608 | 0.308807 / -0.299608 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.140713 / -0.13958 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.236232 / -0.231315 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125284 / -0.122543 | 0 / 0 | 0.53023 / -0.500026 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.375109 / -0.374236 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.292348 / -0.292275 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.145715 / 0.14573 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.280818 / -0.280642 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00145534 / -0.00143837 | 0.00310882 / -0.00307257 | 0.00327457 / -0.00323639 | 0.00378248 / -0.00373837 | 0.00506954 / -0.00501043 | 0.00564967 / -0.00558378 | 0.00355523 / -0.00351377 | 0.00744629 / -0.00735946 | 0.00458207 / -0.00452864 | 0.00527153 / -0.00521006 | 0.00529406 / -0.00523233 | 0.00565052 / -0.00558463 | 0.00598736 / -0.00591754 | 0.00547919 / -0.0054153 | 0.011335 / -0.0112029 | 0.00783284 / -0.00774151 | 0.00907612 / -0.00897028 | 0.00756944 / -0.00748117 | 4.99316e-08 / -4.93494e-08 | 0.0181182 / -0.017907 | 4.58396e-10 / -4.53051e-10 | 6.89848e-10 / -6.81804e-10 | 1.21585e-09 / -1.20167e-09 | 2.55724e-09 / -2.52742e-09 | 7.11686e-09 / -7.03387e-09 | 2.01262e-08 / -1.98915e-08 | 0.00137475 / -0.00135872 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00314532 / -0.00310477 | 0.00454742 / -0.00448879 | 0.00559025 / -0.00551818 | 0.00547262 / -0.00540206 | 0.00564557 / -0.00557279 | 0.00679196 / -0.0067044 | 0.00502134 / -0.0049566 | 0.00637637 / -0.00629416 | 0.00604174 / -0.00596385 | 0.00664714 / -0.00656144 | 0.00626845 / -0.00618764 | 0.00543843 / -0.00536832 | 0.00551526 / -0.00544416 | 0.0060284 / -0.00595068 | 0.00564251 / -0.00556977 | 0.00560964 / -0.00553732 | 0.00502337 / -0.0049586 | 0.00583999 / -0.0057647 | 5.16894e-08 / -5.1023e-08 | 4.6797e-10 / -4.61937e-10 | 0.0188134 / -0.0185709 | 7.14133e-10 / -7.04927e-10 | 1.25865e-09 / -1.24243e-09 | 2.64727e-09 / -2.61314e-09 | 7.36739e-09 / -7.27241e-09 | 2.08348e-08 / -2.05661e-08 | 0.00302681 / -0.00298779 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00559075 / -0.00550222 | 0.00567432 / -0.00558447 | 0.00539434 / -0.00530892 | 0.00560783 / -0.00551903 | 0.00547118 / -0.00538454 | 0.00391 / -0.00384809 | 0.0057082 / -0.00561781 | 0.00339339 / -0.00333966 | 0.00587918 / -0.00578608 | 0.00530409 / -0.0052201 | 0.00528419 / -0.00520051 | 0.00505513 / -0.00497508 | 0.00568989 / -0.00559979 | 0.00424329 / -0.00417609 | 0.00164648 / -0.00162041 | 0.0037835 / -0.00372359 | 0.00338423 / -0.00333064 | 0.00370922 / -0.00365048 | 0.0234208 / -0.0230499 | 5.81939e-10 / -5.72724e-10 | 5.90102e-10 / -5.80757e-10 | 0.0234212 / -0.0230503 | 1.56519e-09 / -1.5404e-09 | 3.29198e-09 / -3.23985e-09 | 9.16165e-09 / -9.01657e-09 | 2.59089e-08 / -2.54986e-08 | 0.00454943 / -0.00447739 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00767321 / -0.00750075 | 0.00633054 / -0.00618826 | 0.00548458 / -0.00536131 | 0.00522742 / -0.00510993 | 0.00381609 / -0.00373032 | 0.00421119 / -0.00411654 | 0.0056865 / -0.00555869 | 0.00212266 / -0.00207495 | 0.00452443 / -0.00442274 | 0.00315789 / -0.00308691 | 0.00355264 / -0.00347279 | 0.0044202 / -0.00432085 | 0.00284984 / -0.00278579 | 0.00402207 / -0.00393167 | 5.3239e-09 / -5.20424e-09 | 0.0024124 / -0.00235817 | 0.00200025 / -0.00195529 | 0.0023084 / -0.00225652 | 9.48967e-08 / -9.27638e-08 | 8.59147e-10 / -8.39837e-10 | 8.71197e-10 / -8.51617e-10 | 1.31108e-09 / -1.28161e-09 | 0.0341562 / -0.0333885 | 4.86012e-09 / -4.75089e-09 | 1.35258e-08 / -1.32218e-08 | 3.82506e-08 / -3.73909e-08 | 0.00718977 / -0.00702817 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0101584 / -0.00973558 | 0.0065905 / -0.00631621 | 0.00506336 / -0.00485262 | 0.00458634 / -0.00439546 | 0.00345175 / -0.00330809 | 0.00184643 / -0.00176958 | 0.00549136 / -0.00526281 | 0.00214765 / -0.00205827 | 0.00144468 / -0.00138456 | 0.00200487 / -0.00192143 | 0.00206574 / -0.00197976 | 0.00283227 / -0.0027144 | 0.00227411 / -0.00217946 | 0.00280514 / -0.00268839 | 0.000274437 / -0.000263015 | 0.00152465 / -0.0014612 | 0.00130011 / -0.001246 | 0.00204508 / -0.00195996 | 1.91147e-07 / -1.83191e-07 | 1.73055e-09 / -1.65852e-09 | 1.75482e-09 / -1.68179e-09 | 2.64086e-09 / -2.53095e-09 | 4.65449e-09 / -4.46077e-09 | 0.0658746 / -0.0631329 | 2.72446e-08 / -2.61107e-08 | 7.70467e-08 / -7.38401e-08 | 0.0122293 / -0.0117204 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0156138 / -0.0140284 | 0.0070546 / -0.00633826 | 0.00678503 / -0.00609607 | 0.00475954 / -0.00427625 | 0.002614 / -0.00234857 | 0.000886703 / -0.000796666 | 0.00530589 / -0.00476713 | 0.00158802 / -0.00142677 | 0.00316341 / -0.00284219 | 0.000491146 / -0.000441274 | 0.00153942 / -0.00138311 | 0.00133534 / -0.00119975 | 0.00154448 / -0.00138765 | 0.00537745 / -0.00483142 | 2.74411e-08 / -2.46547e-08 | 0.0017139 / -0.00153987 | 0.0011269 / -0.00101248 | 0.001769 / -0.00158937 | 4.89128e-07 / -4.39461e-07 | 4.42832e-09 / -3.97866e-09 | 4.49043e-09 / -4.03447e-09 | 6.75773e-09 / -6.07154e-09 | 1.19104e-08 / -1.0701e-08 | 2.50506e-08 / -2.2507e-08 | 0.166099 / -0.149233 | 1.97156e-07 / -1.77136e-07 | 0.0169687 / -0.0152457 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0148772 / -0.0117575 | 0.00602402 / -0.00476082 | 0.00491473 / -0.00388414 | 0.00348592 / -0.00275494 | 0.00241895 / -0.0019117 | 0.00129359 / -0.00102233 | 0.00413147 / -0.00326512 | 0.000325783 / -0.000257468 | 0.000546583 / -0.000431967 | 0.00124263 / -0.00098206 | 0.00158517 / -0.00125276 | 0.00100989 / -0.00079812 | 0.00225029 / -0.00177841 | 0.00118871 / -0.000939441 | 4.31106e-08 / -3.40705e-08 | 0.00140907 / -0.0011136 | 0.000899791 / -0.000711109 | 0.00151028 / -0.00119358 | 7.6843e-07 / -6.07294e-07 | 6.95698e-09 / -5.49814e-09 | 7.05456e-09 / -5.57526e-09 | 1.06165e-08 / -8.3903e-09 | 1.87115e-08 / -1.47878e-08 | 3.93551e-08 / -3.11025e-08 | 1.09526e-07 / -8.65589e-08 | 0.363521 / -0.287292 | 0.0256979 / -0.0203092 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.31826 / -0.286628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210422 / -0.191915 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.326717 / -0.310261 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155513 / -0.1484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0.142406 / -0.139538 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137056 / -0.13597 | 0.33682 / -0.286565 | 0.596033 / -0.423806 | 0.922429 / -0.540707 | 1.32891 / -0.637052 | 2.20135 / -0.747948 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.30351 / -0.294498 | 0.557078 / -0.427662 | 0.779946 / -0.50715 | 0.981469 / -0.561293 | 1.16703 / -0.601157 | 1.42994 / -0.645355 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 83.7657 / -77.7155 |
