 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_BJES_Response | 3.64955e-05 / -3.54949e-05 | -9.56644e-06 / 9.35144e-06 | 9.53904e-06 / -9.37882e-06 | 2.29589e-06 / -2.26984e-06 | 0 / 0 | 2.22045e-16 / 4.44089e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0213334 / -0.00412407 | 0 / 0 | -1.31877e-05 / 1.3358e-05 | 0 / 0 | -0.00183491 / 0.0481397 | -1.11022e-16 / 2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00195822 / 0.0265769 | 0 / 0 | 0.000206095 / -0.000201482 |
 | JET_InSitu_NonClosure_PreRec | 6.9861e-05 / -0.000101811 | -2.44954e-05 / 3.59662e-05 | 1.14928e-06 / -1.69984e-06 | -2.07962e-05 / 3.08378e-05 | -1.67159e-05 / 2.52371e-05 | -0.0147802 / -0.00834289 | -6.10201e-06 / 9.22231e-06 | 0 / 0 | -1.11022e-16 / 0 | -0.0220988 / 0.0296369 | 0.0330539 / -0.0412419 | 0.0258864 / -0.0486465 | 0.0511284 / -0.0571343 | 0.0100302 / 0.0371603 | 0.0197995 / -0.0303847 | 0 / -3.33067e-16 | 0.0270998 / -0.0507482 | 0.019799 / -0.0346596 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0065924 / 0.0164392 | 0 / 0 | -0.0142866 / 0.0270878 |
 | JET_JER_EffectiveNP_1 | 1.26649e-05 / -1.94317e-05 | 0 / 0 | 1.53999e-05 / -2.36739e-05 | 8.07099e-06 / -1.237e-05 | 4.51175e-06 / -6.91762e-06 | -0.0196426 / 0.0169127 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | -6.88305e-06 / 1.05235e-05 | 0 / 0 | 0.0277011 / -0.0228673 | -1.11022e-16 / 0 | -3.33067e-16 / 2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 | 1.05447e-05 / -1.60097e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.021106 / -0.0175236 | 0.0237073 / -0.0196387 | 0 / 0 | -5.04888e-06 / 7.74453e-06 |
 | JET_JER_EffectiveNP_1 | -1.04647e-05 / 1.02766e-05 | -8.19881e-06 / 8.07617e-06 | 0 / 0 | 1.44795e-06 / -1.42831e-06 | -1.27386e-05 / 1.25429e-05 | 0 / 0 | -1.9328e-06 / 1.90373e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.000206922 / 0.018841 | 0 / 0 | -3.49008e-05 / 3.43854e-05 | 0.000466749 / 0.0427901 | -1.11022e-16 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | -1.0855e-05 / 1.07103e-05 | -1.33897e-05 / 1.32076e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00040544 / 0.0371097 | -2.22045e-16 / 0 |
 | JET_JER_EffectiveNP_2 | -2.07896e-05 / 3.42214e-05 | 2.31299e-05 / -3.7914e-05 | 1.858e-06 / -3.06596e-06 | 1.09589e-05 / -1.79734e-05 | 4.0054e-06 / -6.57535e-06 | 2.22045e-16 / 0 | 2.62491e-06 / -4.2992e-06 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -1.22796e-05 / 2.00271e-05 | 0.0216462 / -0.0114126 | 2.22045e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | 0 / -1.11022e-16 | -1.1059e-06 / 1.80023e-06 | 1.30006e-05 / -2.08981e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.85403e-05 / 4.69812e-05 |
 | JET_JER_EffectiveNP_2 | -3.30925e-05 / 2.90651e-05 | -1.897e-05 / 1.66979e-05 | -2.3696e-06 / 2.08406e-06 | -1.03293e-05 / 9.08924e-06 | -1.30521e-05 / 1.14915e-05 | 0 / 0 | 1.81714e-05 / -1.60623e-05 | 0 / 0 | 0 / 0 | 0.00115295 / 0.0186481 | 0 / 0 | -2.41775e-05 / 2.13511e-05 | 0.00144321 / 0.0233694 | -0.00143797 / -0.0230241 | 0 / -3.33067e-16 | -1.11022e-16 / -1.11022e-16 | -7.62142e-06 / 6.76968e-06 | -9.39341e-06 / 8.28023e-06 | -0.00216509 / -0.0345682 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00163171 / 0.0264411 | 9.49703e-05 / -8.36897e-05 |
 | JET_JER_EffectiveNP_3 | -6.72469e-05 / 4.2372e-05 | -2.96755e-05 / 1.87517e-05 | -4.7427e-05 / 2.9878e-05 | -1.61103e-05 / 1.01678e-05 | 1.02403e-07 / -6.45567e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.06686e-05 / -1.31213e-05 | 1.96197e-05 / -1.24672e-05 | -0.0210635 / 0.0272933 | -1.11022e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / -1.11022e-16 | 2.01316e-06 / -1.27686e-06 | -2.36153e-05 / 1.50974e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0152405 / 0.0197605 | -0.0151896 / 0.0200827 | 0 / 0 | 9.64503e-05 / -6.07635e-05 |
 | JET_JER_EffectiveNP_3 | 8.84003e-06 / -8.99549e-06 | 0 / 0 | 9.78075e-06 / -9.9648e-06 | 1.27162e-06 / -1.28881e-06 | 1.45655e-05 / -1.48121e-05 | 2.22045e-16 / 0 | -5.00629e-07 / 5.08271e-07 | 0 / 0 | -1.11022e-16 / 0 | 0.0192596 / 0.000207606 | 0 / 0 | 2.76683e-05 / -2.81486e-05 | 0.0217804 / 0.000329807 | -1.11022e-16 / -1.11022e-16 | 0 / -3.33067e-16 | -1.11022e-16 / -1.11022e-16 | 9.87612e-06 / -9.96017e-06 | 1.78466e-05 / -1.79939e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0448997 / 0.000336739 | -0.000119971 / 0.000121923 |
 | JET_JER_EffectiveNP_4 | 1.30833e-05 / -1.05975e-05 | -1.99985e-05 / 1.61859e-05 | -1.49785e-05 / 1.21166e-05 | -1.13011e-05 / 9.15132e-06 | -7.14125e-06 / 5.78426e-06 | 0.0182455 / -0.0193896 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / -1.11022e-16 | 4.55358e-06 / -3.69295e-06 | 2.02022e-05 / -1.63998e-05 | -0.0128365 / 0.0247785 | -2.22045e-16 / 2.22045e-16 | 0 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -2.05522e-05 / 1.6738e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.78275e-05 / -2.2549e-05 |
 | JET_JER_EffectiveNP_4 | 1.08158e-05 / -1.20067e-05 | 7.79915e-06 / -8.59583e-06 | -4.00838e-06 / 4.44081e-06 | 1.0248e-05 / -1.12953e-05 | 1.70628e-05 / -1.88687e-05 | 0 / 0 | 9.8539e-07 / -1.08885e-06 | 0 / 0 | 0 / -1.11022e-16 | 0.0168117 / -0.0105753 | 0 / 0 | 1.61047e-05 / -1.78253e-05 | 0.0262107 / 0.00121929 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 8.49082e-06 / -9.30817e-06 | 1.61365e-05 / -1.76427e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148994 / 0.000747098 | 0.0415606 / 0.00163826 | -0.000119453 / 0.000132205 |
 | JET_JER_EffectiveNP_5 | 3.79063e-05 / -3.76837e-05 | 0 / 0 | -2.45182e-05 / 2.4596e-05 | 3.03255e-07 / -3.01038e-07 | 3.12131e-07 / -3.1e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.00612206 / 0.0328999 | 0 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | -2.81797e-05 / 2.82495e-05 | 0 / 0 | -3.145e-05 / 3.16758e-05 | 5.12597e-07 / -5.1244e-07 | 5.52503e-07 / -5.52673e-07 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.00506693 / 0.0299621 | 2.22045e-16 / 0 | 2.22045e-16 / -3.33067e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.14421e-05 / 1.15107e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 2.01774e-06 / -2.0265e-06 | 1.52389e-06 / -1.54236e-06 | 8.95394e-06 / -9.06234e-06 | 5.39713e-07 / -5.44324e-07 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | -2.70263e-06 / 2.70317e-06 | 0.0426476 / 0.00403208 | 2.22045e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 4.84043e-06 / -4.84543e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0253472 / 0.00737668 | 9.36612e-07 / -9.38563e-07 |
 | JET_JER_EffectiveNP_8 | -3.79919e-05 / 6.0918e-05 | 0 / 0 | 1.39853e-05 / -2.24376e-05 | 0 / 0 | 3.40108e-06 / -5.44773e-06 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 3.90478e-06 / -6.21232e-06 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 1.11066e-05 / -1.11009e-05 | 0 / 0 | 2.05788e-05 / -2.05387e-05 | -7.52456e-06 / 7.51574e-06 | 3.85121e-08 / -3.8636e-08 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -6.10658e-07 / 6.05999e-07 | 0 / 0 | 0.0310331 / 0.00793674 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -3.228e-07 / 3.23542e-07 | 0 / 0 | 8.72716e-06 / -8.81991e-06 | -1.00768e-06 / 1.01438e-06 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0.0429211 / 0.00801309 | 0.0194421 / 0.00658805 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 3.97617e-06 / -3.984e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237881 / 0.0092079 | 2.0924e-06 / -2.10294e-06 |
 | JET_JESUnc_VertexingAlg_PreRec | 2.67027e-05 / -4.17713e-05 | -3.55952e-05 / 5.61487e-05 | -2.12061e-05 / 3.34064e-05 | -2.69315e-05 / 4.30541e-05 | 0.0250697 / -0.041362 | -0.000174681 / -0.0750485 | 0.0235125 / -0.0397964 | 0 / 0 | -1.11022e-16 / 0 | -0.0105424 / -0.0446559 | 0.0474864 / -0.0736978 | 0.0492821 / -0.0787115 | 0.0475392 / -0.0353933 | 0.0163178 / 0.0371019 | 0.0287975 / -0.0427884 | 0.0230266 / -0.0411329 | 0.022153 / -0.0505001 | 0.0177731 / -0.0312444 | 0 / 0 | 0.0225026 / -0.0327715 | 0.0187899 / -0.0391989 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00722644 / 0.0308952 | 0 / 0 | 0.000237214 / -0.000365213 |
 | JET_NNJvtEfficiency | -5.78731e-05 / 5.95817e-05 | -2.45095e-05 / 2.51933e-05 | -1.61706e-05 / 1.65756e-05 | 4.479e-05 / -4.61514e-05 | 3.22611e-05 / -3.33491e-05 | -8.55533e-05 / 8.75197e-05 | 5.8541e-05 / -6.04557e-05 | 0 / 0 | 5.83938e-05 / -6.0283e-05 | 0 / 0 | 8.02287e-05 / -8.30135e-05 | 6.52113e-05 / -6.76516e-05 | -3.78593e-05 / 3.91214e-05 | 5.9979e-05 / -6.29406e-05 | 1.2254e-05 / -1.26476e-05 | -8.12168e-06 / 8.33054e-06 | 8.64167e-06 / -9.05058e-06 | 3.38432e-07 / -3.53751e-07 | 0.0264279 / -0.0268465 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0220692 / -0.0246573 | 0.0281861 / -0.0302434 | 0.0317105 / -0.0349563 | -0.000205587 / 0.000210368 |
 | JET_Pileup_OffsetNPV | 4.81773e-05 / -4.59496e-05 | 0 / 0 | -7.92725e-06 / 7.67178e-06 | 1.73899e-06 / -1.69322e-06 | -4.15476e-08 / 4.08184e-08 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0.0238372 / -0.0168176 | 0.0115719 / -0.0244332 | 0 / 0 | 0.0175285 / 0.0407767 | 0 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 0.0111397 / -0.021123 | 1.82556e-06 / -1.81672e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00409846 / 0.0238299 | 0.000105674 / -0.000100773 |
 | JET_Pileup_RhoTopology | 0.000103538 / -0.00015393 | -2.62057e-05 / 3.93184e-05 | 1.43802e-05 / -2.16286e-05 | -7.09608e-06 / 1.06923e-05 | -9.37982e-06 / 1.43707e-05 | -0.0162075 / -0.00430712 | -3.54394e-05 / 5.43178e-05 | 0 / 0 | 0 / -1.11022e-16 | -0.0220284 / 0.0206217 | 0.0238215 / -0.0357751 | 0.0175301 / -0.0373789 | 0.0492049 / -0.0456656 | 0.00815989 / 0.0313271 | -4.44089e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | 0.0236887 / -0.0434096 | 0.017232 / -0.03043 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00794114 / 0.0175874 | 0 / 0 | -0.0131406 / 0.026605 |
 | ttt Cross-Section | 0 / 0 | 0.300458 / -0.300205 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | -1.73736e-05 / 1.62535e-05 | 7.92438e-06 / -7.40786e-06 | 2.89609e-07 / -2.72707e-07 | -1.15518e-05 / 1.11217e-05 | 0 / -2.22045e-16 | -1.90977e-05 / 1.83318e-05 | 0 / 0 | 0 / -1.11022e-16 | -1.11022e-16 / 2.22045e-16 | 0.0269927 / -0.0234428 | 0.0132058 / -0.0277043 | 0.0518432 / -0.0155071 | -1.11022e-16 / -1.11022e-16 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0.0142429 / -0.0237345 | -4.89417e-06 / 4.76101e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000213808 / -0.000198115 |
 | PRW_DATASF | 0 / 0 | 3.32571e-05 / -3.31224e-05 | 4.37594e-05 / -4.31197e-05 | 1.88332e-05 / -1.87512e-05 | -2.85142e-06 / 2.85301e-06 | -2.22045e-16 / 2.22045e-16 | 7.77256e-06 / -7.73341e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 1.86436e-05 / -1.88644e-05 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / -3.33067e-16 | -4.44089e-16 / -3.33067e-16 | 1.6232e-05 / -1.64787e-05 | -8.77294e-07 / 8.9253e-07 | 0.299534 / -0.287654 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538489 / -0.501637 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0196787 / -0.0201328 | 0.0195236 / -0.0199732 | 0.0200265 / -0.0204214 | 0.0198362 / -0.0203185 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311879 / -0.0318623 | 0 / 0 | 0.0202325 / -0.0206842 | 9.97566e-06 / -1.06943e-05 | 0 / 0 | 0.0200398 / -0.02046 | 0.0235108 / -0.0239646 | 0.0287108 / -0.0296968 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0201517 / -0.0206135 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 1.95042e-06 / -1.84139e-06 | 1.8086e-07 / -1.72528e-07 | -1.07203e-05 / 1.03996e-05 | 0.000869918 / -0.0225637 | -2.32846e-05 / 2.25475e-05 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 0.0230927 / -0.0218803 | 0.0135487 / -0.0262504 | 0.0476079 / -0.0176981 | 0.00886965 / 0.030606 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | -4.36121e-07 / 4.24283e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000995723 / 0.0257325 | 0 / 0 | 0.000170658 / -0.000160498 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | -3.72296e-06 / 3.70649e-06 | 0 / 0 | -9.17347e-06 / 9.28069e-06 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / -1.11022e-16 | 0 / 0 | -1.64249e-05 / 1.67653e-05 | 0.0458193 / -0.00036608 | -1.11022e-16 / -1.11022e-16 | -3.33067e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00011875 / -0.000117489 |
