 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | ttZp1500 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000667949 / -0.000667975 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=0.5 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000460557 / 0.000460526 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=0.5 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000519049 / 0.000519054 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=1 and #mu_{R}=2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000420771 / -0.000420767 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z #mu_{F}=2 and #mu_{R}=1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000305334 / -0.000305348 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -7.07013e-05 / 7.06562e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0982363 / -0.0982517 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000396814 / -0.000422114 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.136734 / -0.136977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318102 / -0.298361 | 0.318102 / -0.298361 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.141625 / -0.140112 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.242909 / -0.234087 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125289 / -0.122482 | 0 / 0 | 0.531127 / -0.499966 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JERUnc_Noise_PreRec | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.381607 / -0.376242 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | PRW_DATASF | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.292982 / -0.292606 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_0__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.145687 / 0.145689 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.280784 / -0.280641 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00141815 / -0.00140095 | 0.00310422 / -0.00306656 | 0.00327077 / -0.0032311 | 0.00377983 / -0.00373398 | 0.00508808 / -0.00502636 | 0.00564851 / -0.00557999 | 0.00354846 / -0.00350542 | 0.00744866 / -0.00735831 | 0.0045827 / -0.00452711 | 0.00527284 / -0.00520888 | 0.0052945 / -0.00523028 | 0.00565132 / -0.00558277 | 0.00598713 / -0.0059145 | 0.0054779 / -0.00541146 | 0.0113423 / -0.0112047 | 0.00783393 / -0.0077389 | 0.00939974 / -0.00928572 | 0.00757013 / -0.00747831 | 5.00946e-08 / -4.9487e-08 | 0.0181294 / -0.0179095 | 4.58737e-10 / -4.53173e-10 | 6.903e-10 / -6.81927e-10 | 1.2159e-09 / -1.20115e-09 | 2.55009e-09 / -2.51915e-09 | 7.01825e-09 / -6.93313e-09 | 1.892e-08 / -1.86905e-08 | 0.00136742 / -0.00135083 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00301119 / -0.00297539 | 0.00454011 / -0.00448613 | 0.00558305 / -0.00551667 | 0.00546808 / -0.00540306 | 0.0056613 / -0.00559399 | 0.00679044 / -0.0067097 | 0.00501094 / -0.00495137 | 0.00637759 / -0.00630176 | 0.00604181 / -0.00596997 | 0.00664794 / -0.0065689 | 0.00626817 / -0.00619364 | 0.00543851 / -0.00537385 | 0.00551434 / -0.00544878 | 0.00602621 / -0.00595456 | 0.00564541 / -0.00557829 | 0.0056097 / -0.00554301 | 0.00484603 / -0.00478842 | 0.00583978 / -0.00577035 | 5.18515e-08 / -5.1235e-08 | 4.68197e-10 / -4.62631e-10 | 0.018825 / -0.0186012 | 7.1451e-10 / -7.06015e-10 | 1.25855e-09 / -1.24358e-09 | 2.63952e-09 / -2.60814e-09 | 7.26439e-09 / -7.17802e-09 | 1.95836e-08 / -1.93507e-08 | 0.00298184 / -0.00294639 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00534803 / -0.00526744 | 0.00567077 / -0.0055853 | 0.00539268 / -0.00531141 | 0.00560868 / -0.00552416 | 0.00547147 / -0.00538901 | 0.00391632 / -0.0038573 | 0.00570423 / -0.00561826 | 0.00339738 / -0.00334618 | 0.00588502 / -0.00579632 | 0.00530994 / -0.00522992 | 0.00528914 / -0.00520943 | 0.00506017 / -0.00498391 | 0.00569453 / -0.00560871 | 0.00424591 / -0.00418192 | 0.00164895 / -0.00162409 | 0.00378726 / -0.00373018 | 0.00326797 / -0.00321872 | 0.00371273 / -0.00365678 | 0.0234562 / -0.0231027 | 5.82794e-10 / -5.74011e-10 | 5.91045e-10 / -5.82137e-10 | 0.0234565 / -0.023103 | 1.56659e-09 / -1.54298e-09 | 3.28558e-09 / -3.23606e-09 | 9.04244e-09 / -8.90617e-09 | 2.43769e-08 / -2.40095e-08 | 0.00503502 / -0.00495914 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00755333 / -0.00738937 | 0.0063469 / -0.00620913 | 0.00550052 / -0.00538112 | 0.00524502 / -0.00513116 | 0.00380234 / -0.0037198 | 0.00423028 / -0.00413845 | 0.00570921 / -0.00558528 | 0.00213198 / -0.0020857 | 0.00454348 / -0.00444485 | 0.00317153 / -0.00310269 | 0.0035674 / -0.00348996 | 0.00443882 / -0.00434247 | 0.00286133 / -0.00279922 | 0.00403749 / -0.00394985 | 5.349e-09 / -5.23289e-09 | 0.00242255 / -0.00236996 | 0.00193774 / -0.00189568 | 0.00231801 / -0.00226769 | 9.55941e-08 / -9.3519e-08 | 8.63174e-10 / -8.44437e-10 | 8.75394e-10 / -8.56392e-10 | 1.31728e-09 / -1.28868e-09 | 0.0342967 / -0.0335522 | 4.86625e-09 / -4.76062e-09 | 1.33927e-08 / -1.3102e-08 | 3.61045e-08 / -3.53208e-08 | 0.00692678 / -0.00677642 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0106542 / -0.010192 | 0.0066693 / -0.00638 | 0.00512554 / -0.0049032 | 0.0046448 / -0.00444331 | 0.00345048 / -0.0033008 | 0.0018748 / -0.00179348 | 0.00557722 / -0.00533529 | 0.00217725 / -0.0020828 | 0.00146433 / -0.00140081 | 0.00203235 / -0.00194419 | 0.00209371 / -0.00200289 | 0.00287079 / -0.00274626 | 0.00230462 / -0.00220465 | 0.00284222 / -0.00271893 | 0.000278309 / -0.000266236 | 0.00154539 / -0.00147835 | 0.00127126 / -0.00121611 | 0.00207279 / -0.00198287 | 1.94352e-07 / -1.85921e-07 | 1.75491e-09 / -1.67879e-09 | 1.77976e-09 / -1.70255e-09 | 2.67815e-09 / -2.56197e-09 | 4.71732e-09 / -4.51269e-09 | 0.0665743 / -0.0636864 | 2.72286e-08 / -2.60475e-08 | 7.34038e-08 / -7.02197e-08 | 0.0112445 / -0.0107567 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0175158 / -0.0157201 | 0.00722627 / -0.00648543 | 0.00695237 / -0.00623961 | 0.00487917 / -0.00437896 | 0.00263786 / -0.00236743 | 0.000918267 / -0.000824126 | 0.00546397 / -0.00490381 | 0.0016296 / -0.00146253 | 0.00324564 / -0.0029129 | 0.000503969 / -0.000452302 | 0.00157935 / -0.00141744 | 0.00137006 / -0.0012296 | 0.00158435 / -0.00142192 | 0.00551518 / -0.00494976 | 2.81686e-08 / -2.52808e-08 | 0.00175845 / -0.00157818 | 0.00111537 / -0.00100102 | 0.0018149 / -0.00162884 | 5.03412e-07 / -4.51802e-07 | 4.5456e-09 / -4.07959e-09 | 4.60995e-09 / -4.13734e-09 | 6.93698e-09 / -6.2258e-09 | 1.22189e-08 / -1.09662e-08 | 2.56264e-08 / -2.29992e-08 | 0.168032 / -0.150806 | 1.90132e-07 / -1.70639e-07 | 0.0184417 / -0.016551 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0180994 / -0.0142991 | 0.00646051 / -0.005104 | 0.00527253 / -0.00416546 | 0.00374142 / -0.00295584 | 0.00255444 / -0.00201809 | 0.00139078 / -0.00109876 | 0.00445773 / -0.00352174 | 0.000350017 / -0.000276524 | 0.000587137 / -0.000463856 | 0.00133498 / -0.00105467 | 0.00170268 / -0.00134517 | 0.00108482 / -0.000857042 | 0.00241682 / -0.00190936 | 0.00127643 / -0.00100842 | 4.63325e-08 / -3.66041e-08 | 0.00151362 / -0.0011958 | 0.000932421 / -0.000736641 | 0.00162226 / -0.00128163 | 8.28025e-07 / -6.54165e-07 | 7.47672e-09 / -5.90683e-09 | 7.58256e-09 / -5.99045e-09 | 1.14101e-08 / -9.01434e-09 | 2.00979e-08 / -1.5878e-08 | 4.21509e-08 / -3.33005e-08 | 1.16006e-07 / -9.16485e-08 | 0.367039 / -0.289972 | 0.0260252 / -0.0205607 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318782 / -0.286835 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210117 / -0.191886 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.325001 / -0.308278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155186 / -0.147904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.131332 / -0.132791 | 0.333366 / -0.289379 | 0.603925 / -0.435176 | 0.953179 / -0.559533 | 1.398 / -0.660959 | 2.34881 / -0.771979 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.297929 / -0.286024 | 0.560833 / -0.424866 | 0.800324 / -0.509587 | 1.02265 / -0.56773 | 1.23164 / -0.61061 | 1.52601 / -0.65691 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.603625 / -0.585837 |
