 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_BJES_Response | 3.69803e-05 / -3.59664e-05 | -9.49486e-06 / 9.28147e-06 | 9.50597e-06 / -9.3463e-06 | 2.28939e-06 / -2.26341e-06 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0213326 / -0.00412529 | 0 / 0 | -1.31701e-05 / 1.33402e-05 | 0 / 0 | -0.00183705 / 0.0481428 | 0 / 2.22045e-16 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00195696 / 0.0265787 | 0 / 0 | 0 / 0 |
 | JET_InSitu_NonClosure_PreRec | 7.03712e-05 / -0.000102513 | -2.43164e-05 / 3.56887e-05 | 1.14549e-06 / -1.69354e-06 | -2.06782e-05 / 3.06501e-05 | -1.66742e-05 / 2.51635e-05 | -0.0147824 / -0.00833198 | -5.87017e-06 / 8.86821e-06 | 0 / 0 | -1.11022e-16 / 0 | -0.022103 / 0.0296315 | 0.0330604 / -0.0412349 | 0.0258918 / -0.0486327 | 0.0511384 / -0.0571264 | 0.0100311 / 0.0371361 | 0.0198035 / -0.0303776 | 0 / -3.33067e-16 | 0.0271054 / -0.0507338 | 0.0198031 / -0.0346503 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00659312 / 0.0164277 | 0 / 0 | -0.021686 / 0.0278742 |
 | JET_JER_EffectiveNP_1 | 1.21858e-05 / -1.86875e-05 | 0 / 0 | 1.53493e-05 / -2.35844e-05 | 8.05031e-06 / -1.23323e-05 | 4.50094e-06 / -6.89767e-06 | -0.0196458 / 0.016921 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | -6.86469e-06 / 1.04903e-05 | 0 / 0 | 0.0277058 / -0.0228782 | 0 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / -3.33067e-16 | 0 / 0 | 1.05152e-05 / -1.59572e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0211096 / -0.0175321 | 0.0237113 / -0.0196481 | 0 / 0 | 1.58642e-06 / -2.41634e-06 |
 | JET_JER_EffectiveNP_1 | -1.02865e-05 / 1.01018e-05 | -8.04071e-06 / 7.92056e-06 | 0 / 0 | 1.44405e-06 / -1.42449e-06 | -1.26872e-05 / 1.24924e-05 | -1.11022e-16 / -1.11022e-16 | -1.92765e-06 / 1.89869e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.000207079 / 0.0188424 | 0 / 0 | -3.48552e-05 / 3.4341e-05 | 0.000467102 / 0.0427934 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | -1.08236e-05 / 1.06795e-05 | -1.33496e-05 / 1.31683e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000405747 / 0.0371126 | -4.68567e-05 / 4.60261e-05 |
 | JET_JER_EffectiveNP_2 | -2.14566e-05 / 3.53302e-05 | 2.30237e-05 / -3.77517e-05 | 1.85154e-06 / -3.05626e-06 | 1.09288e-05 / -1.79297e-05 | 3.99507e-06 / -6.56043e-06 | 0 / -1.11022e-16 | 2.61778e-06 / -4.28886e-06 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -1.22626e-05 / 2.00056e-05 | 0.0216465 / -0.0114119 | 2.22045e-16 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 0 / -1.11022e-16 | -1.10191e-06 / 1.79429e-06 | 1.29619e-05 / -2.08423e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 9.88813e-07 / -1.60923e-06 |
 | JET_JER_EffectiveNP_2 | -3.29183e-05 / 2.8909e-05 | -1.87835e-05 / 1.65319e-05 | -2.36166e-06 / 2.07685e-06 | -1.0224e-05 / 8.99558e-06 | -1.30014e-05 / 1.14456e-05 | 0 / 0 | 1.8245e-05 / -1.61256e-05 | 0 / 0 | 0 / 0 | 0.00115438 / 0.0186448 | 0 / 0 | -2.41467e-05 / 2.13215e-05 | 0.001445 / 0.0233652 | -0.00143975 / -0.02302 | 0 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | -7.59913e-06 / 6.74913e-06 | -9.36628e-06 / 8.2554e-06 | -0.00216777 / -0.034562 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00163374 / 0.0264363 | -3.43621e-05 / 3.04005e-05 |
 | JET_JER_EffectiveNP_3 | -6.6767e-05 / 4.20876e-05 | -2.95469e-05 / 1.86783e-05 | -4.72504e-05 / 2.97795e-05 | -1.60621e-05 / 1.01416e-05 | 1.02108e-07 / -6.4398e-08 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.06046e-05 / -1.30862e-05 | 1.95886e-05 / -1.24527e-05 | -0.0210717 / 0.0272977 | 0 / 2.22045e-16 | 2.22045e-16 / 2.22045e-16 | 0 / -1.11022e-16 | 2.00275e-06 / -1.2708e-06 | -2.35393e-05 / 1.50551e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0152466 / 0.0197637 | -0.015196 / 0.0200859 | 0 / 0 | -4.34637e-05 / 2.77015e-05 |
 | JET_JER_EffectiveNP_3 | 8.67073e-06 / -8.82372e-06 | 0 / 0 | 9.74608e-06 / -9.93005e-06 | 1.26804e-06 / -1.28526e-06 | 1.45035e-05 / -1.47499e-05 | 0 / 0 | -4.99234e-07 / 5.06885e-07 | 0 / 0 | -1.11022e-16 / 0 | 0.0192559 / 0.000209652 | 0 / 0 | 2.76293e-05 / -2.81105e-05 | 0.0217762 / 0.000332129 | -1.11022e-16 / 0 | 2.22045e-16 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 9.84618e-06 / -9.93056e-06 | 1.77922e-05 / -1.794e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0448911 / 0.000341459 | 2.64446e-05 / -2.66673e-05 |
 | JET_JER_EffectiveNP_4 | 1.36634e-05 / -1.10773e-05 | -1.99174e-05 / 1.61347e-05 | -1.49151e-05 / 1.20762e-05 | -1.12616e-05 / 9.12744e-06 | -7.11745e-06 / 5.77014e-06 | 0.0182549 / -0.0193919 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 4.53488e-06 / -3.68105e-06 | 2.016e-05 / -1.638e-05 | -0.0128908 / 0.0247805 | -1.11022e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -2.0476e-05 / 1.66904e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.67149e-05 / 2.98511e-05 |
 | JET_JER_EffectiveNP_4 | 1.06077e-05 / -1.17766e-05 | 7.61538e-06 / -8.39396e-06 | -3.99426e-06 / 4.42551e-06 | 1.01247e-05 / -1.11603e-05 | 1.70022e-05 / -1.88031e-05 | -1.11022e-16 / -1.11022e-16 | 9.82668e-07 / -1.08593e-06 | 0 / 0 | 0 / -1.11022e-16 | 0.0168102 / -0.0105754 | 0 / 0 | 1.60815e-05 / -1.78009e-05 | 0.0262062 / 0.00122065 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 8.46506e-06 / -9.28066e-06 | 1.60877e-05 / -1.75907e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148968 / 0.000747876 | 0.0415534 / 0.00164038 | -2.22045e-16 / -2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 3.81683e-05 / -3.79448e-05 | 0 / 0 | -2.4431e-05 / 2.4509e-05 | 3.19948e-07 / -3.17615e-07 | 3.10797e-07 / -3.08681e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.00611836 / 0.0329029 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.04621e-05 / -1.04432e-05 |
 | JET_JER_EffectiveNP_6 | -2.80275e-05 / 2.80971e-05 | 0 / 0 | -3.13404e-05 / 3.15656e-05 | 5.35257e-07 / -5.35132e-07 | 5.51041e-07 / -5.51214e-07 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.00506542 / 0.0299639 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | -1.14079e-05 / 1.14764e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 1.67222e-06 / -1.67948e-06 | 1.51875e-06 / -1.53714e-06 | 8.92312e-06 / -9.03104e-06 | 5.38248e-07 / -5.4284e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | -2.69908e-06 / 2.69958e-06 | 0.042651 / 0.00403085 | 2.22045e-16 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 4.82388e-06 / -4.82881e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0253494 / 0.00737596 | 9.76938e-05 / -9.79068e-05 |
 | JET_JER_EffectiveNP_8 | -3.83024e-05 / 6.14021e-05 | 0 / 0 | 1.39387e-05 / -2.23578e-05 | 0 / 0 | 3.39101e-06 / -5.43039e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 3.90007e-06 / -6.20346e-06 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | 1.09317e-05 / -1.09261e-05 | 0 / 0 | 2.05065e-05 / -2.04665e-05 | -7.53893e-06 / 7.53007e-06 | 3.84113e-08 / -3.85347e-08 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -6.07491e-07 / 6.02854e-07 | 0 / 0 | 0.0310337 / 0.00793518 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -5.48716e-07 / 5.49975e-07 | 0 / 0 | 8.69701e-06 / -8.7894e-06 | -1.05794e-06 / 1.06496e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / -3.33067e-16 | 0 / 0 | 0 / 0 | 0.0429222 / 0.00801367 | 0.0194426 / 0.00658842 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 3.96252e-06 / -3.9703e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237886 / 0.00920838 | 5.49415e-05 / -5.48508e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | 2.74441e-05 / -4.28959e-05 | -3.53777e-05 / 5.57599e-05 | -2.11487e-05 / 3.32888e-05 | -2.67679e-05 / 4.27579e-05 | 0.02509 / -0.0413624 | -0.000166964 / -0.0750842 | 0.0235319 / -0.0397976 | 0 / 0 | -1.11022e-16 / 0 | -0.0105444 / -0.0446857 | 0.0475249 / -0.0736972 | 0.0493223 / -0.0787121 | 0.0475735 / -0.0353732 | 0.0163243 / 0.0371343 | 0.0288203 / -0.0427865 | 0.0230454 / -0.0411347 | 0.0221723 / -0.0505071 | 0.0177876 / -0.0312455 | 0 / 0 | 0.0225202 / -0.0327695 | 0.0188058 / -0.039203 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00722786 / 0.0309168 | 0 / 0 | 0 / 0 |
 | JET_NNJvtEfficiency | -5.85763e-05 / 6.0323e-05 | -2.48957e-05 / 2.55975e-05 | -1.65124e-05 / 1.69308e-05 | 4.45345e-05 / -4.59013e-05 | 3.20796e-05 / -3.3171e-05 | -8.58407e-05 / 8.78388e-05 | 5.82946e-05 / -6.02185e-05 | 0 / 0 | 5.82919e-05 / -6.0195e-05 | 0 / 0 | 8.01822e-05 / -8.29892e-05 | 6.51075e-05 / -6.75633e-05 | -3.80678e-05 / 3.93482e-05 | 5.98348e-05 / -6.28074e-05 | 1.22486e-05 / -1.26456e-05 | -8.25431e-06 / 8.469e-06 | 8.57817e-06 / -8.98666e-06 | 2.35137e-07 / -2.45851e-07 | 0.0264282 / -0.0268544 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0220696 / -0.0246649 | 0.0281866 / -0.0302526 | 0.031711 / -0.0349671 | -0.000162434 / 0.000165587 |
 | JET_Pileup_OffsetNPV | 4.85651e-05 / -4.63042e-05 | 0 / 0 | -7.90252e-06 / 7.64533e-06 | 1.71004e-06 / -1.66448e-06 | -4.14552e-08 / 4.07143e-08 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0.0238461 / -0.0168182 | 0.0115762 / -0.0244343 | 2.22045e-16 / 2.22045e-16 | 0.0175352 / 0.0407789 | 2.22045e-16 / 0 | -1.11022e-16 / 0 | 0.0111439 / -0.021124 | 1.82077e-06 / -1.81136e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00410006 / 0.0238311 | 0 / 0 |
 | JET_Pileup_RhoTopology | 0.000104206 / -0.00015482 | -2.60359e-05 / 3.90369e-05 | 1.43341e-05 / -2.15445e-05 | -7.00349e-06 / 1.05455e-05 | -9.35568e-06 / 1.43234e-05 | -0.0162084 / -0.00426245 | -3.53143e-05 / 5.40872e-05 | 0 / 0 | 0 / -1.11022e-16 | -0.022033 / 0.0206333 | 0.0238286 / -0.0357596 | 0.0175368 / -0.037347 | 0.049216 / -0.0456841 | 0.00815659 / 0.0312485 | -4.44089e-16 / 2.22045e-16 | -1.11022e-16 / 2.22045e-16 | 0.0236968 / -0.0433796 | 0.0172377 / -0.0304105 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00793959 / 0.017536 | 0 / 0 | -0.0194489 / 0.0260448 |
 | ttt Cross-Section | 0 / 0 | 0.300451 / -0.300201 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | -1.72504e-05 / 1.61332e-05 | 7.89966e-06 / -7.38241e-06 | 3.05685e-07 / -2.87754e-07 | -1.15262e-05 / 1.10936e-05 | -1.11022e-16 / -4.44089e-16 | -1.90223e-05 / 1.82536e-05 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 0.0270029 / -0.0234441 | 0.0132097 / -0.0277052 | 0.0518647 / -0.015509 | 0 / 0 | 0 / 2.22045e-16 | -1.11022e-16 / 0 | 0.0142475 / -0.0237354 | -4.8771e-06 / 4.7429e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 |
 | PRW_DATASF | 0 / 0 | 3.32231e-05 / -3.30881e-05 | 4.36092e-05 / -4.29711e-05 | 1.86732e-05 / -1.85917e-05 | -2.83751e-06 / 2.83905e-06 | -1.11022e-16 / 0 | 7.75178e-06 / -7.71264e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 1.86124e-05 / -1.88326e-05 | 0 / 0 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | 1.61882e-05 / -1.6434e-05 | -8.74541e-07 / 8.89717e-07 | 0.299557 / -0.287666 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.538582 / -0.50164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0196797 / -0.0201406 | 0.0195245 / -0.0199809 | 0.0200275 / -0.0204293 | 0.0198373 / -0.0203265 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311894 / -0.0318744 | 0 / 0 | 0.0202335 / -0.0206922 | 9.97282e-06 / -1.06949e-05 | 0 / 0 | 0.0200408 / -0.020468 | 0.023512 / -0.0239738 | 0.0287121 / -0.0297081 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 1.94432e-06 / -1.83505e-06 | 1.90898e-07 / -1.82045e-07 | -1.0695e-05 / 1.03717e-05 | 0.000872499 / -0.0225657 | -2.31986e-05 / 2.24569e-05 | 0 / 0 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | 0.0231013 / -0.0218813 | 0.0135551 / -0.0262522 | 0.0476227 / -0.0176975 | 0.00886885 / 0.0306093 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | -4.34769e-07 / 4.22831e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000993349 / 0.0257349 | 0 / 0 | 0.000107282 / -0.000100847 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | -3.71024e-06 / 3.69377e-06 | 0 / 0 | -9.14909e-06 / 9.25586e-06 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.64038e-05 / 1.67435e-05 | 0.0458232 / -0.000366536 | 0 / -1.11022e-16 | -1.11022e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 6.5907e-05 / -6.54098e-05 |
