 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | -1.00225e-06 / 1.52743e-06 | -2.92316e-05 / 4.46934e-05 | -5.87578e-06 / 8.96659e-06 | 0 / 0 | 2.20364e-06 / -3.36359e-06 | -0.0229211 / 0.0199324 | -1.43129e-05 / 2.18501e-05 | 0 / 0 | -2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -2.22045e-16 | -3.33067e-16 / 0 | -0.0231048 / 0.020101 | 4.44089e-16 / 0 | -1.11022e-16 / 0 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / -2.22045e-16 | -3.60127e-06 / 5.49116e-06 | -1.16566e-07 / 1.77479e-07 | -1 / 20.1822 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 2.83312e-05 / -2.78711e-05 | 6.2403e-05 / -6.12197e-05 | 5.44476e-07 / -5.36599e-07 | 3.1213e-05 / -3.06049e-05 | 1.87198e-06 / -1.83269e-06 | -0.000381322 / -0.0342208 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 4.44089e-16 | 1.25538e-06 / -1.22404e-06 | -6.39636e-06 / 6.26136e-06 | 2.22045e-16 / 2.22045e-16 | 0.000275606 / 0.0251646 | 2.22045e-16 / 0 | 0 / 0 | -1.87277e-06 / 1.85512e-06 | 3.39717e-07 / -3.37571e-07 | -0.0186427 / -0.996095 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_2 | 3.70558e-05 / -3.24784e-05 | 1.00827e-05 / -8.86447e-06 | 1.28503e-05 / -1.14386e-05 | 2.7134e-05 / -2.39061e-05 | 1.41545e-07 / -1.24392e-07 | -0.00144392 / -0.0230533 | 0 / 0 | 0 / 0 | 0.00287309 / 0.0466481 | 2.22045e-16 / 0 | 4.70234e-09 / -4.08274e-09 | -5.65714e-06 / 4.97997e-06 | -0.0010967 / -0.0175333 | 0.00119943 / 0.0193478 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | -4.05173e-06 / 3.6025e-06 | 1.61712e-07 / -1.44333e-07 | -0.0759065 / -0.88718 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00150297 / 0.0242729 | 0.00213794 / 0.034613 | 0 / -1.11022e-16 |
 | JET_JER_EffectiveNP_3 | -5.64184e-05 / 5.7706e-05 | -7.12113e-05 / 7.24727e-05 | -1.01383e-05 / 1.01562e-05 | 0 / 0 | -2.7728e-07 / 2.82048e-07 | -0.0231845 / -0.00161246 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | -4.63167e-08 / 4.75211e-08 | 3.25073e-06 / -3.30078e-06 | 4.44089e-16 / 2.22045e-16 | 0.0280882 / 0.000346487 | 0 / 0 | 2.22045e-16 / 0 | 4.411e-06 / -4.45174e-06 | 3.49479e-09 / -3.53519e-09 | -0.997347 / -0.0187874 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.023911 / 0.000290151 | 0.039115 / 0.000165627 | -2.13829e-06 / 2.16479e-06 |
 | JET_JER_EffectiveNP_4 | 3.23424e-05 / -2.63413e-05 | 4.55557e-05 / -3.71584e-05 | 4.55629e-06 / -3.71717e-06 | 1.77206e-05 / -1.44339e-05 | -2.68642e-07 / 2.1891e-07 | 0.0229643 / -0.0233994 | 3.06527e-05 / -2.50005e-05 | 0 / 0 | 0 / -2.22045e-16 | 0.0348192 / -0.0381528 | 0 / 0 | -9.75089e-06 / 7.94281e-06 | -2.22045e-16 / 2.22045e-16 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | -1.19978e-06 / 9.79457e-07 | 1.84052e-07 / -1.50185e-07 | -0.359687 / -0.0244389 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0357478 / 0.0380567 | -1.11022e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_4 | -6.35668e-05 / 7.05386e-05 | -5.83514e-05 / 6.45474e-05 | -3.39957e-06 / 3.74581e-06 | -1.18187e-05 / 1.31819e-05 | -1.63408e-06 / 1.80691e-06 | -0.0252704 / -0.000801807 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 1.75481e-05 / -1.93014e-05 | 2.22045e-16 / 4.44089e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 6.14257e-06 / -6.75201e-06 | -2.22045e-16 / -2.22045e-16 | -0.925729 / -0.0680294 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0179525 / 0.000878109 | 0.0377088 / 0.00112898 | -1.11022e-16 / 2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 1.37093e-05 / -1.35896e-05 | 0 / 0 | -5.15586e-06 / 5.11646e-06 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 1.11105e-06 / -1.11929e-06 | 1.8442e-05 / -1.87075e-05 | 0.0215024 / 0.000680747 | -0.0174925 / 0.0299753 | 2.22045e-16 / -1.11022e-16 | 4.44089e-16 / 2.22045e-16 | 0 / 0 | -5.83537e-07 / 5.81126e-07 | -0.0350635 / -0.998031 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.0869e-05 / 4.0207e-05 |
 | JET_JER_EffectiveNP_5 | -2.7416e-05 / 2.72231e-05 | 0 / 0 | 1.83909e-05 / -1.82632e-05 | -1.15989e-06 / 1.14804e-06 | 3.42881e-06 / -3.40051e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / -3.33067e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0.0208811 / 0.0141344 | 0 / -1.11022e-16 | 0 / 0 | -6.11882e-07 / 6.09281e-07 | -4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.01417e-05 / -2.01094e-05 |
 | JET_JER_EffectiveNP_6 | 3.5575e-05 / -3.56986e-05 | 0 / 0 | 4.6843e-06 / -4.66304e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 4.78733e-06 / -4.76554e-06 | 2.70142e-05 / -2.73641e-05 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | -1.11022e-16 / -3.33067e-16 | 0 / -2.22045e-16 | 2.46357e-06 / -2.4478e-06 | 0 / 0 | -0.00824965 / -0.999891 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.02126e-05 / -3.01087e-05 |
 | JET_JER_EffectiveNP_6 | -1.13469e-05 / 1.14168e-05 | 0 / 0 | 1.06373e-05 / -1.06502e-05 | 0 / 0 | 7.28954e-06 / -7.36668e-06 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | -2.43203e-06 / 2.44008e-06 | -5.6514e-06 / 5.71798e-06 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 2.22045e-16 | -1.72634e-06 / 1.74674e-06 | -8.69643e-07 / 8.74304e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -4.05265e-06 / 2.655e-06 | 1.01946e-05 / -6.6879e-06 | 6.84719e-08 / -4.50142e-08 | 0 / 0 | -6.56723e-06 / 4.31014e-06 | 0.0126606 / -0.0200602 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -2.48963e-05 / 1.64479e-05 | 2.22045e-16 / 4.44089e-16 | -1.11022e-16 / -2.22045e-16 | 0 / 2.22045e-16 | -2.22045e-16 / 2.22045e-16 | -1.15718e-06 / 7.61492e-07 | 0 / -2.22045e-16 | 2.3558 / -0.999999 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_9 | -2.07922e-05 / 2.06614e-05 | 0 / 0 | -1.16409e-05 / 1.17168e-05 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 2.22045e-16 / 0 | -1.98141e-06 / 1.99173e-06 | -2.20002e-05 / 2.18506e-05 | 6.66134e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / -1.11022e-16 | 4.44089e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -0.999917 / -0.00681183 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.26433e-05 / 1.26308e-05 |
 | JET_JER_EffectiveNP_9 | -4.15409e-07 / 4.12006e-07 | 0 / 0 | -8.51054e-06 / 8.4689e-06 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 0 | 3.74977e-06 / -3.72392e-06 | 1.72791e-05 / -1.70535e-05 | 2.22045e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 6.59535e-07 / -6.56533e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 2.06325e-05 / -2.07476e-05 | 0 / 0 | -2.57695e-06 / 2.57222e-06 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 6.66134e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 4.44089e-16 / 0 | 2.22045e-16 / 2.22045e-16 | -6.16163e-07 / 6.13637e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -2.92668e-05 / 2.93254e-05 | -2.60458e-06 / 2.62632e-06 | 8.34186e-06 / -8.3789e-06 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.62493e-05 / 1.64347e-05 |
 | JET_JER_EffectiveNP_1 | 5.75381e-06 / -5.70903e-06 | 0 / 0 | -8.72881e-06 / 8.72611e-06 | 0 / 0 | 0 / 0 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 6.45592e-06 / -6.43368e-06 | 2.22045e-16 / 4.44089e-16 | 0 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | 0 / -2.22045e-16 | 3.79917e-07 / -3.79352e-07 | 0 / 0 | -0.0222355 / -0.999729 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 4.55574e-05 / -4.58365e-05 | 1.12044e-05 / -1.11566e-05 | -3.96363e-06 / 3.97114e-06 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | -8.77971e-06 / 8.75975e-06 | 4.44089e-16 / 4.44089e-16 | -1.11022e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | 1.99681e-05 / -1.9808e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | -3.33067e-16 / 2.22045e-16 | 9.335e-06 / -9.20655e-06 | 0 / 2.22045e-16 | -0.000271971 / -0.0235368 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 6.07167e-07 / -6.0478e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JESUnc_Noise_PreRec | 2.13474e-05 / -2.01661e-05 | 0 / 0 | 1.52284e-05 / -1.45469e-05 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00433762 / -0.0338493 | 0.0214852 / -0.0114116 | 3.3708e-06 / -3.29553e-06 | 4.44089e-16 / 2.22045e-16 | 0.03728 / -0.0129644 | 2.22045e-16 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | -1.03638e-06 / 1.00484e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 1.51394e-05 / -1.42834e-05 |
 | JET_JESUnc_VertexingAlg_PreRec | 6.95921e-05 / -0.000109375 | 8.71047e-05 / -0.00013902 | 3.44403e-05 / -5.56923e-05 | 0.0184823 / -0.0295029 | 0.0234034 / -0.0324895 | 0.022041 / -0.0560249 | 0.0248995 / -0.0403284 | 0 / 0 | 0.0631177 / -0.00276443 | -0.00285874 / -0.105156 | 0.0342682 / -0.0569535 | 0.0392204 / -0.0602421 | 4.44089e-16 / 2.22045e-16 | 0.0485863 / -0.0702936 | 0.0320864 / -0.0214596 | 0.0324873 / -0.0371515 | 0.0239629 / -0.0449124 | 0.0149454 / -0.0401564 | -0.118118 / -0.999998 | 0.0284998 / -0.0380634 | 0.0278785 / -0.0354293 | 0.0207133 / -0.0119587 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000107432 / -0.000166749 |
 | JET_NNJvtEfficiency | -0.000176761 / 0.000180558 | -8.48281e-05 / 8.7053e-05 | -6.11062e-05 / 6.31688e-05 | -5.19424e-05 / 5.35264e-05 | -3.2478e-05 / 3.35609e-05 | -4.51079e-05 / 4.65466e-05 | -6.75436e-05 / 6.97735e-05 | 0 / 0 | -1.14746e-05 / 1.2027e-05 | -6.1189e-05 / 6.38448e-05 | -2.67872e-05 / 2.78815e-05 | -3.29321e-05 / 3.42701e-05 | -3.15672e-05 / 3.29865e-05 | 0 / 0 | 1.34572e-05 / -1.39039e-05 | -3.3371e-05 / 3.45096e-05 | -8.95145e-06 / 9.37066e-06 | -1.43933e-05 / 1.50339e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0221695 / -0.0248297 | 0.0275255 / -0.0294505 | 0.0391908 / -0.0409225 | -0.000156033 / 0.000159653 |
 | JET_Pileup_OffsetMu | -1.5775e-05 / 1.56248e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 4.44089e-16 / 0 | -1.11022e-16 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_Pileup_OffsetNPV | 3.3856e-05 / -3.22876e-05 | 0 / 0 | 1.93361e-05 / -1.86932e-05 | 0 / 0 | -2.34993e-06 / 2.30417e-06 | 0.0043855 / -0.0378001 | 0 / 0 | 0 / 0 | -2.22045e-16 / -4.44089e-16 | 0 / 2.22045e-16 | 0.0258982 / -0.0116471 | 9.28132e-06 / -9.22687e-06 | 2.22045e-16 / 4.44089e-16 | 0 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0.0128889 / -0.0238476 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
