 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_JER_EffectiveNP_1 | -9.99719e-06 / 9.8198e-06 | -7.90884e-06 / 7.79203e-06 | 0 / 0 | 1.43172e-06 / -1.41257e-06 | -1.25975e-05 / 1.2406e-05 | 0 / 0 | -1.91106e-06 / 1.88268e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.000206784 / 0.0188465 | 0 / 0 | -3.46936e-05 / 3.41879e-05 | 0.000466436 / 0.0428027 | -1.11022e-16 / 0 | -3.33067e-16 / -1.11022e-16 | 0 / 0 | -1.07488e-05 / 1.06075e-05 | -1.32691e-05 / 1.30912e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000405169 / 0.0371207 | 8.4968e-06 / -8.37445e-06 |
 | JET_JER_EffectiveNP_2 | -2.18272e-05 / 3.58649e-05 | 2.28763e-05 / -3.74315e-05 | 1.83439e-06 / -3.02156e-06 | 1.08355e-05 / -1.77392e-05 | 3.97443e-06 / -6.51287e-06 | 2.22045e-16 / 0 | 2.59524e-06 / -4.24304e-06 | 0 / 0 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -1.22048e-05 / 1.98698e-05 | 0.0216433 / -0.0114371 | 2.22045e-16 / -1.11022e-16 | -3.33067e-16 / -3.33067e-16 | -1.11022e-16 / -1.11022e-16 | -1.0917e-06 / 1.77398e-06 | 1.28872e-05 / -2.06799e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.82722e-06 / 4.60632e-06 |
 | JET_JER_EffectiveNP_2 | -3.27227e-05 / 2.87321e-05 | -1.85894e-05 / 1.63581e-05 | -2.33918e-06 / 2.05673e-06 | -9.78757e-06 / 8.60761e-06 | -1.29217e-05 / 1.13735e-05 | 0 / 0 | 1.82324e-05 / -1.61115e-05 | 0 / 0 | -1.11022e-16 / 0 | 0.00115525 / 0.0186319 | 0 / 0 | -2.4014e-05 / 2.12006e-05 | 0.00144609 / 0.023349 | -0.00144083 / -0.0230043 | 0 / -3.33067e-16 | -3.33067e-16 / -1.11022e-16 | -7.54068e-06 / 6.69602e-06 | -9.30874e-06 / 8.20324e-06 | -0.0021694 / -0.0345386 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00163496 / 0.0264181 | 0.000135799 / -0.000120656 |
 | JET_JER_EffectiveNP_3 | -6.61804e-05 / 4.1753e-05 | -2.81737e-05 / 1.78257e-05 | -4.67521e-05 / 2.94908e-05 | -1.59044e-05 / 1.00505e-05 | 1.01341e-07 / -6.3968e-08 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | 2.04403e-05 / -1.29923e-05 | 1.9468e-05 / -1.2386e-05 | -0.0211348 / 0.0272798 | -1.11022e-16 / 2.22045e-16 | 2.22045e-16 / 0 | 0 / -1.11022e-16 | 1.9734e-06 / -1.25319e-06 | -2.33752e-05 / 1.49617e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0152933 / 0.0197507 | -0.0152451 / 0.0200726 | 0 / 0 | -5.24694e-05 / 3.32153e-05 |
 | JET_JER_EffectiveNP_3 | 8.52978e-06 / -8.67918e-06 | 0 / 0 | 9.65343e-06 / -9.83428e-06 | 1.25689e-06 / -1.2738e-06 | 1.44117e-05 / -1.46547e-05 | 0 / 0 | -4.94813e-07 / 5.02332e-07 | 0 / 0 | -1.11022e-16 / 0 | 0.0192529 / 0.00020819 | 0 / 0 | 2.74882e-05 / -2.79634e-05 | 0.0217728 / 0.000330436 | -1.11022e-16 / 0 | 0 / -3.33067e-16 | -1.11022e-16 / -1.11022e-16 | 9.77403e-06 / -9.85654e-06 | 1.76855e-05 / -1.78302e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0448839 / 0.00033814 | -1.71063e-05 / 1.7332e-05 |
 | JET_JER_EffectiveNP_4 | 1.39204e-05 / -1.13501e-05 | -1.96862e-05 / 1.6039e-05 | -1.46861e-05 / 1.19592e-05 | -1.1097e-05 / 9.04559e-06 | -7.0374e-06 / 5.73786e-06 | 0.0183179 / -0.0193802 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 4.46978e-06 / -3.64882e-06 | 1.99536e-05 / -1.6304e-05 | -0.0132968 / 0.0247597 | -2.22045e-16 / 2.22045e-16 | 0 / -1.11022e-16 | 0 / -1.11022e-16 | 0 / 0 | -2.02369e-05 / 1.65872e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.89699e-07 / 3.18064e-07 |
 | JET_JER_EffectiveNP_4 | 1.04286e-05 / -1.15788e-05 | 7.4591e-06 / -8.22242e-06 | -3.95352e-06 / 4.38078e-06 | 1.00036e-05 / -1.10278e-05 | 1.68326e-05 / -1.86197e-05 | 0 / 0 | 9.73292e-07 / -1.07566e-06 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0.0167953 / -0.0105672 | 0 / 0 | 1.59819e-05 / -1.76923e-05 | 0.026185 / 0.00121689 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / 0 | -1.11022e-16 / -1.11022e-16 | 8.39936e-06 / -9.20943e-06 | 1.59802e-05 / -1.74746e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0148849 / 0.000745688 | 0.0415196 / 0.00163472 | 0 / -2.22045e-16 |
 | JET_JER_EffectiveNP_5 | 3.82225e-05 / -3.79971e-05 | 0 / 0 | -2.42019e-05 / 2.42788e-05 | 3.29982e-07 / -3.27562e-07 | 3.08877e-07 / -3.0676e-07 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0.00611502 / 0.0329022 | 2.22045e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 |
 | JET_JER_EffectiveNP_6 | -2.78733e-05 / 2.79423e-05 | 0 / 0 | -3.10553e-05 / 3.12793e-05 | 5.47614e-07 / -5.47501e-07 | 5.47712e-07 / -5.47879e-07 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0.0050686 / 0.0299673 | 2.22045e-16 / 2.22045e-16 | 2.22045e-16 / -3.33067e-16 | 0 / 0 | 0 / 0 | -1.13445e-05 / 1.14124e-05 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_6 | 1.44473e-06 / -1.45085e-06 | 1.50453e-06 / -1.52258e-06 | 8.84438e-06 / -8.95031e-06 | 5.33885e-07 / -5.38383e-07 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -3.33067e-16 / 0 | 2.22045e-16 / 0 | 0 / 0 | -2.68685e-06 / 2.68706e-06 | 0.0426823 / 0.00402154 | 2.22045e-16 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 4.78829e-06 / -4.79268e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.025369 / 0.00737096 | 0 / 0 |
 | JET_JER_EffectiveNP_8 | -3.83605e-05 / 6.14936e-05 | 0 / 0 | 1.38013e-05 / -2.21367e-05 | 0 / 0 | 3.37047e-06 / -5.39738e-06 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 3.87832e-06 / -6.16894e-06 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | -3.33067e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 3.38954e-07 / -5.44128e-07 |
 | JET_JER_EffectiveNP_9 | 1.07833e-05 / -1.07778e-05 | 0 / 0 | 2.03178e-05 / -2.02779e-05 | -7.51929e-06 / 7.51051e-06 | 3.82151e-08 / -3.83382e-08 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | -5.98786e-07 / 5.9422e-07 | 0 / 0 | 0.0310345 / 0.00793692 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_JER_EffectiveNP_1 | -6.92324e-07 / 6.9388e-07 | 0 / 0 | 8.61437e-06 / -8.70538e-06 | -1.08517e-06 / 1.09232e-06 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | -1.11022e-16 / -1.11022e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0.0429048 / 0.00801794 | 0.0194344 / 0.0065899 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 3.93059e-06 / -3.93812e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0237785 / 0.00921003 | 0 / 0 |
 | JET_JESUnc_VertexingAlg_PreRec | 2.76028e-05 / -4.37477e-05 | -3.48141e-05 / 5.56375e-05 | -2.07808e-05 / 3.31672e-05 | -2.63462e-05 / 4.2669e-05 | 0.0248785 / -0.0415725 | -0.000255009 / -0.0750434 | 0.0233326 / -0.0399948 | 0 / 0 | -1.11022e-16 / 0 | -0.0105299 / -0.044564 | 0.0471232 / -0.0740788 | 0.0489019 / -0.0791042 | 0.0472184 / -0.0357931 | 0.0162619 / 0.0369504 | 0.0285823 / -0.0430294 | 0.0228476 / -0.0413261 | 0.0219689 / -0.0506836 | 0.0176363 / -0.0313957 | 0 / 0 | 0.0223359 / -0.0329624 | 0.0186381 / -0.0393568 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00721708 / 0.0308279 | 0 / 0 | 3.02878e-06 / -4.757e-06 |
 | JET_NNJvtEfficiency | -5.87933e-05 / 6.04768e-05 | -2.50913e-05 / 2.5769e-05 | -1.66982e-05 / 1.71017e-05 | 4.42147e-05 / -4.55193e-05 | 3.18345e-05 / -3.28797e-05 | -8.56485e-05 / 8.75414e-05 | 5.79326e-05 / -5.97757e-05 | 0 / 0 | 5.80113e-05 / -5.98364e-05 | 0 / 0 | 7.98621e-05 / -8.25627e-05 | 6.4811e-05 / -6.71783e-05 | -3.80461e-05 / 3.92805e-05 | 5.95347e-05 / -6.24203e-05 | 1.21627e-05 / -1.25425e-05 | -8.33357e-06 / 8.5405e-06 | 8.47739e-06 / -8.87085e-06 | 9.44518e-08 / -9.86418e-08 | 0.0264259 / -0.0268216 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0220675 / -0.0246342 | 0.028184 / -0.0302152 | 0.031708 / -0.0349237 | -0.000197607 / 0.000201503 |
 | JET_Pileup_OffsetNPV | 4.85962e-05 / -4.63858e-05 | 0 / 0 | -7.81938e-06 / 7.57346e-06 | 1.68327e-06 / -1.64026e-06 | -4.1189e-08 / 4.04983e-08 | 0 / 0 | 0 / 0 | 0 / 0 | -3.33067e-16 / -3.33067e-16 | 2.22045e-16 / 2.22045e-16 | 0.0238171 / -0.0168169 | 0.0115586 / -0.0244291 | 2.22045e-16 / 2.22045e-16 | 0.0175259 / 0.0407644 | 0 / -1.11022e-16 | -1.11022e-16 / -1.11022e-16 | 0.0111274 / -0.0211196 | 1.808e-06 / -1.80068e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00410107 / 0.0238236 | -4.50319e-05 / 4.33309e-05 |
 | JET_Pileup_RhoTopology | 0.000104368 / -0.000154699 | -2.58495e-05 / 3.86648e-05 | 1.42102e-05 / -2.13067e-05 | -6.92379e-06 / 1.04003e-05 | -9.22631e-06 / 1.409e-05 | -0.0162056 / -0.00409103 | -3.51296e-05 / 5.36684e-05 | 0 / 0 | 0 / -1.11022e-16 | -0.0220408 / 0.020672 | 0.0238442 / -0.0356916 | 0.0175533 / -0.0372162 | 0.0492359 / -0.0457434 | 0.00814224 / 0.0309409 | -4.44089e-16 / 2.22045e-16 | -3.33067e-16 / 0 | 0.0237159 / -0.0432539 | 0.017251 / -0.0303285 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00793135 / 0.0173354 | 0 / 0 | -0.0268403 / 0.0267786 |
 | ttt Cross-Section | 0 / 0 | 0.30039 / -0.300173 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_NonClosure_PreRec | 0 / 0 | -1.70904e-05 / 1.5995e-05 | 7.81716e-06 / -7.31043e-06 | 3.14929e-07 / -2.96666e-07 | -1.07639e-05 / 1.03679e-05 | 0 / -1.11022e-16 | -1.88818e-05 / 1.81316e-05 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 2.22045e-16 | 0.0269698 / -0.0234327 | 0.0132034 / -0.0276983 | 0.0517824 / -0.0154893 | 0 / -1.11022e-16 | 0 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0.0142369 / -0.0237284 | -4.82821e-06 / 4.69866e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -3.91927e-05 / 3.66159e-05 |
 | PRW_DATASF | 0 / 0 | 3.61488e-05 / -3.5951e-05 | 4.32224e-05 / -4.25901e-05 | 1.85138e-05 / -1.8434e-05 | -1.92469e-06 / 1.9231e-06 | -1.11022e-16 / 2.22045e-16 | 7.68793e-06 / -7.64946e-06 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 1.84838e-05 / -1.87035e-05 | 0 / 0 | 2.22045e-16 / 0 | -3.33067e-16 / -3.33067e-16 | -4.44089e-16 / -3.33067e-16 | 1.60981e-05 / -1.63435e-05 | -8.68792e-07 / 8.83917e-07 | 0.299667 / -0.287759 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttWW Cross-Section | 0 / 0 | 0 / 0 | 0.537374 / -0.501628 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MUON_EFF_ISO_SYS | 0 / 0 | 0 / 0 | 0.0196752 / -0.0201162 | 0.0195201 / -0.0199567 | 0.0200231 / -0.0204047 | 0.0198326 / -0.0203017 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0311813 / -0.0318356 | 0 / 0 | 0.0202289 / -0.0206672 | 9.93272e-06 / -1.06417e-05 | 0 / 0 | 0.0200363 / -0.0204432 | 0.0235066 / -0.0239448 | 0.0287038 / -0.0296715 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0196076 / -0.0200503 |
 | JET_EffectiveNP_Modelling1 | 0 / 0 | 0 / 0 | 1.9245e-06 / -1.81785e-06 | 1.96721e-07 / -1.87754e-07 | -1.03678e-05 / 1.0063e-05 | 0.000875116 / -0.0225642 | -2.30401e-05 / 2.23219e-05 | 0 / 0 | 0 / -1.11022e-16 | -1.11022e-16 / 2.22045e-16 | 0.0230798 / -0.0218793 | 0.0135447 / -0.0262502 | 0.0475734 / -0.017695 | 0.00885452 / 0.0306075 | 0 / 0 | -1.11022e-16 / -3.33067e-16 | 0 / 0 | -4.30969e-07 / 4.19483e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.000988295 / 0.0257332 | 0 / 0 | 0 / 0 |
 | JET_EtaIntercalibration_Modelling | 0 / 0 | 0 / 0 | -3.67605e-06 / 3.6598e-06 | 0 / 0 | -8.64145e-06 / 8.74287e-06 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | -1.63359e-05 / 1.66744e-05 | 0.0458321 / -0.00037179 | -1.11022e-16 / -1.11022e-16 | -3.33067e-16 / 2.22045e-16 | -1.11022e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
